UserId	CheckinTime	VenueId	VenueType	X	Y
0	2025-07-05T09:05:00	10	Pub	486194.0125563806	4421348.554417097
0	2025-07-05T10:45:00	3	Apartment	485547.33905596414	4421526.153604189
1	2025-07-05T10:45:00	2	Apartment	487038.28498915996	4420353.145806744
0	2025-07-05T10:55:00	10	Pub	486194.0125563806	4421348.554417097
1	2025-07-05T10:55:00	10	Pub	486194.0125563806	4421348.554417097
1	2025-07-05T12:30:00	2	Apartment	487038.28498915996	4420353.145806744
1	2025-07-05T12:40:00	10	Pub	486194.0125563806	4421348.554417097
0	2025-07-05T13:15:00	3	Apartment	485547.33905596414	4421526.153604189
0	2025-07-05T13:25:00	10	Pub	486194.0125563806	4421348.554417097
1	2025-07-05T14:05:00	2	Apartment	487038.28498915996	4420353.145806744
1	2025-07-05T14:15:00	10	Pub	486194.0125563806	4421348.554417097
0	2025-07-05T15:40:00	3	Apartment	485547.33905596414	4421526.153604189
0	2025-07-05T15:50:00	10	Pub	486194.0125563806	4421348.554417097
3	2025-07-05T16:35:00	11	Restaurant	483834.4909161149	4422719.660534676
1	2025-07-05T16:55:00	2	Apartment	487038.28498915996	4420353.145806744
3	2025-07-05T17:00:00	0	Apartment	483386.13406596635	4420756.4680047715
1	2025-07-05T17:05:00	10	Pub	486194.0125563806	4421348.554417097
0	2025-07-05T17:30:00	3	Apartment	485547.33905596414	4421526.153604189
0	2025-07-05T17:40:00	10	Pub	486194.0125563806	4421348.554417097
4	2025-07-05T18:20:00	11	Restaurant	483834.4909161149	4422719.660534676
1	2025-07-05T18:25:00	2	Apartment	487038.28498915996	4420353.145806744
1	2025-07-05T18:35:00	10	Pub	486194.0125563806	4421348.554417097
4	2025-07-05T18:50:00	0	Apartment	483427.58001767774	4420738.353228444
0	2025-07-05T19:05:00	3	Apartment	485547.33905596414	4421526.153604189
0	2025-07-05T19:15:00	10	Pub	486194.0125563806	4421348.554417097
2	2025-07-05T19:30:00	11	Restaurant	483834.4909161149	4422719.660534676
2	2025-07-05T20:00:00	1	Apartment	485057.58590894594	4420442.765882327
1	2025-07-05T20:15:00	2	Apartment	487038.28498915996	4420353.145806744
0	2025-07-05T21:30:00	3	Apartment	485547.33905596414	4421526.153604189
0	2025-07-06T07:00:00	11	Restaurant	483834.4909161149	4422719.660534676
0	2025-07-06T07:30:00	3	Apartment	485547.33905596414	4421526.153604189
0	2025-07-06T07:40:00	10	Pub	486194.0125563806	4421348.554417097
1	2025-07-06T07:45:00	10	Pub	486194.0125563806	4421348.554417097
3	2025-07-06T08:05:00	11	Restaurant	483834.4909161149	4422719.660534676
4	2025-07-06T08:05:00	11	Restaurant	483834.4909161149	4422719.660534676
3	2025-07-06T08:30:00	0	Apartment	483386.13406596635	4420756.4680047715
4	2025-07-06T08:35:00	0	Apartment	483427.58001767774	4420738.353228444
0	2025-07-06T09:00:00	3	Apartment	485547.33905596414	4421526.153604189
0	2025-07-06T09:10:00	10	Pub	486194.0125563806	4421348.554417097
1	2025-07-06T09:30:00	2	Apartment	487038.28498915996	4420353.145806744
1	2025-07-06T09:40:00	10	Pub	486194.0125563806	4421348.554417097
0	2025-07-06T11:10:00	3	Apartment	485547.33905596414	4421526.153604189
1	2025-07-06T11:10:00	2	Apartment	487038.28498915996	4420353.145806744
0	2025-07-06T11:20:00	10	Pub	486194.0125563806	4421348.554417097
1	2025-07-06T11:20:00	10	Pub	486194.0125563806	4421348.554417097
0	2025-07-06T12:40:00	3	Apartment	485547.33905596414	4421526.153604189
0	2025-07-06T12:50:00	10	Pub	486194.0125563806	4421348.554417097
1	2025-07-06T13:30:00	2	Apartment	487038.28498915996	4420353.145806744
1	2025-07-06T13:40:00	10	Pub	486194.0125563806	4421348.554417097
0	2025-07-06T14:40:00	3	Apartment	485547.33905596414	4421526.153604189
0	2025-07-06T14:50:00	10	Pub	486194.0125563806	4421348.554417097
1	2025-07-06T15:35:00	2	Apartment	487038.28498915996	4420353.145806744
1	2025-07-06T15:45:00	10	Pub	486194.0125563806	4421348.554417097
3	2025-07-06T16:35:00	11	Restaurant	483834.4909161149	4422719.660534676
3	2025-07-06T17:00:00	0	Apartment	483386.13406596635	4420756.4680047715
0	2025-07-06T17:20:00	3	Apartment	485547.33905596414	4421526.153604189
0	2025-07-06T17:30:00	10	Pub	486194.0125563806	4421348.554417097
1	2025-07-06T17:40:00	2	Apartment	487038.28498915996	4420353.145806744
1	2025-07-06T17:50:00	10	Pub	486194.0125563806	4421348.554417097
4	2025-07-06T18:20:00	11	Restaurant	483834.4909161149	4422719.660534676
4	2025-07-06T18:50:00	0	Apartment	483427.58001767774	4420738.353228444
2	2025-07-06T18:55:00	11	Restaurant	483834.4909161149	4422719.660534676
1	2025-07-06T19:10:00	2	Apartment	487038.28498915996	4420353.145806744
0	2025-07-06T19:15:00	3	Apartment	485547.33905596414	4421526.153604189
1	2025-07-06T19:20:00	10	Pub	486194.0125563806	4421348.554417097
0	2025-07-06T19:25:00	10	Pub	486194.0125563806	4421348.554417097
2	2025-07-06T19:25:00	1	Apartment	485057.58590894594	4420442.765882327
0	2025-07-06T20:50:00	3	Apartment	485547.33905596414	4421526.153604189
1	2025-07-06T21:00:00	2	Apartment	487038.28498915996	4420353.145806744
1	2025-07-06T21:10:00	10	Pub	486194.0125563806	4421348.554417097
1	2025-07-06T22:40:00	2	Apartment	487038.28498915996	4420353.145806744
1	2025-07-06T22:50:00	10	Pub	486194.0125563806	4421348.554417097
1	2025-07-06T23:10:00	2	Apartment	487038.28498915996	4420353.145806744
0	2025-07-07T07:05:00	9	Workplace	486971.8556855318	4422510.6889146175
1	2025-07-07T07:55:00	9	Workplace	486971.8556855318	4422510.6889146175
2	2025-07-07T08:00:00	9	Workplace	486971.8556855318	4422510.6889146175
3	2025-07-07T08:05:00	11	Restaurant	483834.4909161149	4422719.660534676
4	2025-07-07T08:05:00	11	Restaurant	483834.4909161149	4422719.660534676
3	2025-07-07T08:30:00	0	Apartment	483386.13406596635	4420756.4680047715
4	2025-07-07T08:35:00	0	Apartment	483427.58001767774	4420738.353228444
0	2025-07-07T13:10:00	11	Restaurant	483834.4909161149	4422719.660534676
1	2025-07-07T13:10:00	11	Restaurant	483834.4909161149	4422719.660534676
0	2025-07-07T13:35:00	9	Workplace	486971.8556855318	4422510.6889146175
1	2025-07-07T13:35:00	9	Workplace	486971.8556855318	4422510.6889146175
0	2025-07-07T13:50:00	3	Apartment	485547.33905596414	4421526.153604189
0	2025-07-07T14:00:00	10	Pub	486194.0125563806	4421348.554417097
2	2025-07-07T14:05:00	1	Apartment	485057.58590894594	4420442.765882327
1	2025-07-07T14:40:00	2	Apartment	487038.28498915996	4420353.145806744
1	2025-07-07T14:50:00	10	Pub	486194.0125563806	4421348.554417097
0	2025-07-07T15:30:00	3	Apartment	485547.33905596414	4421526.153604189
0	2025-07-07T15:40:00	10	Pub	486194.0125563806	4421348.554417097
1	2025-07-07T16:25:00	2	Apartment	487038.28498915996	4420353.145806744
1	2025-07-07T16:35:00	10	Pub	486194.0125563806	4421348.554417097
3	2025-07-07T16:35:00	11	Restaurant	483834.4909161149	4422719.660534676
3	2025-07-07T17:00:00	0	Apartment	483386.13406596635	4420756.4680047715
0	2025-07-07T17:10:00	3	Apartment	485547.33905596414	4421526.153604189
0	2025-07-07T17:20:00	10	Pub	486194.0125563806	4421348.554417097
1	2025-07-07T18:15:00	2	Apartment	487038.28498915996	4420353.145806744
4	2025-07-07T18:20:00	11	Restaurant	483834.4909161149	4422719.660534676
1	2025-07-07T18:25:00	10	Pub	486194.0125563806	4421348.554417097
4	2025-07-07T18:50:00	0	Apartment	483427.58001767774	4420738.353228444
2	2025-07-07T18:55:00	11	Restaurant	483834.4909161149	4422719.660534676
1	2025-07-07T19:00:00	11	Restaurant	483834.4909161149	4422719.660534676
0	2025-07-07T19:10:00	3	Apartment	485547.33905596414	4421526.153604189
0	2025-07-07T19:20:00	10	Pub	486194.0125563806	4421348.554417097
1	2025-07-07T19:25:00	10	Pub	486194.0125563806	4421348.554417097
2	2025-07-07T19:25:00	1	Apartment	485057.58590894594	4420442.765882327
0	2025-07-07T19:50:00	11	Restaurant	483834.4909161149	4422719.660534676
1	2025-07-07T19:50:00	2	Apartment	487038.28498915996	4420353.145806744
1	2025-07-07T20:00:00	10	Pub	486194.0125563806	4421348.554417097
0	2025-07-07T20:15:00	10	Pub	486194.0125563806	4421348.554417097
0	2025-07-07T20:40:00	3	Apartment	485547.33905596414	4421526.153604189
0	2025-07-07T20:50:00	10	Pub	486194.0125563806	4421348.554417097
1	2025-07-07T22:00:00	2	Apartment	487038.28498915996	4420353.145806744
1	2025-07-07T22:10:00	10	Pub	486194.0125563806	4421348.554417097
0	2025-07-07T23:00:00	3	Apartment	485547.33905596414	4421526.153604189
0	2025-07-07T23:10:00	10	Pub	486194.0125563806	4421348.554417097
1	2025-07-07T23:10:00	2	Apartment	487038.28498915996	4420353.145806744
0	2025-07-07T23:45:00	3	Apartment	485547.33905596414	4421526.153604189
0	2025-07-08T07:05:00	9	Workplace	486971.8556855318	4422510.6889146175
1	2025-07-08T07:55:00	9	Workplace	486971.8556855318	4422510.6889146175
2	2025-07-08T08:00:00	9	Workplace	486971.8556855318	4422510.6889146175
3	2025-07-08T08:05:00	11	Restaurant	483834.4909161149	4422719.660534676
4	2025-07-08T08:05:00	11	Restaurant	483834.4909161149	4422719.660534676
3	2025-07-08T08:30:00	0	Apartment	483386.13406596635	4420756.4680047715
4	2025-07-08T08:35:00	0	Apartment	483427.58001767774	4420738.353228444
0	2025-07-08T13:10:00	11	Restaurant	483834.4909161149	4422719.660534676
1	2025-07-08T13:10:00	11	Restaurant	483834.4909161149	4422719.660534676
0	2025-07-08T13:35:00	9	Workplace	486971.8556855318	4422510.6889146175
1	2025-07-08T13:35:00	9	Workplace	486971.8556855318	4422510.6889146175
0	2025-07-08T13:50:00	3	Apartment	485547.33905596414	4421526.153604189
0	2025-07-08T14:00:00	10	Pub	486194.0125563806	4421348.554417097
2	2025-07-08T14:05:00	1	Apartment	485057.58590894594	4420442.765882327
1	2025-07-08T14:40:00	2	Apartment	487038.28498915996	4420353.145806744
1	2025-07-08T14:50:00	10	Pub	486194.0125563806	4421348.554417097
0	2025-07-08T16:05:00	3	Apartment	485547.33905596414	4421526.153604189
0	2025-07-08T16:15:00	10	Pub	486194.0125563806	4421348.554417097
1	2025-07-08T16:20:00	2	Apartment	487038.28498915996	4420353.145806744
1	2025-07-08T16:30:00	10	Pub	486194.0125563806	4421348.554417097
3	2025-07-08T16:35:00	11	Restaurant	483834.4909161149	4422719.660534676
3	2025-07-08T17:00:00	0	Apartment	483386.13406596635	4420756.4680047715
0	2025-07-08T18:10:00	3	Apartment	485547.33905596414	4421526.153604189
0	2025-07-08T18:20:00	10	Pub	486194.0125563806	4421348.554417097
4	2025-07-08T18:20:00	11	Restaurant	483834.4909161149	4422719.660534676
4	2025-07-08T18:50:00	0	Apartment	483427.58001767774	4420738.353228444
1	2025-07-08T19:00:00	11	Restaurant	483834.4909161149	4422719.660534676
1	2025-07-08T19:25:00	10	Pub	486194.0125563806	4421348.554417097
0	2025-07-08T19:50:00	11	Restaurant	483834.4909161149	4422719.660534676
1	2025-07-08T19:50:00	2	Apartment	487038.28498915996	4420353.145806744
1	2025-07-08T20:00:00	10	Pub	486194.0125563806	4421348.554417097
0	2025-07-08T20:15:00	10	Pub	486194.0125563806	4421348.554417097
0	2025-07-08T20:40:00	3	Apartment	485547.33905596414	4421526.153604189
0	2025-07-08T20:50:00	10	Pub	486194.0125563806	4421348.554417097
1	2025-07-08T21:35:00	2	Apartment	487038.28498915996	4420353.145806744
1	2025-07-08T21:45:00	10	Pub	486194.0125563806	4421348.554417097
1	2025-07-08T23:10:00	2	Apartment	487038.28498915996	4420353.145806744
0	2025-07-08T23:25:00	3	Apartment	485547.33905596414	4421526.153604189
0	2025-07-08T23:35:00	10	Pub	486194.0125563806	4421348.554417097
0	2025-07-08T23:45:00	3	Apartment	485547.33905596414	4421526.153604189
0	2025-07-09T07:05:00	9	Workplace	486971.8556855318	4422510.6889146175
1	2025-07-09T07:55:00	9	Workplace	486971.8556855318	4422510.6889146175
2	2025-07-09T08:00:00	9	Workplace	486971.8556855318	4422510.6889146175
3	2025-07-09T08:05:00	11	Restaurant	483834.4909161149	4422719.660534676
4	2025-07-09T08:05:00	11	Restaurant	483834.4909161149	4422719.660534676
3	2025-07-09T08:30:00	0	Apartment	483386.13406596635	4420756.4680047715
4	2025-07-09T08:35:00	0	Apartment	483427.58001767774	4420738.353228444
0	2025-07-09T13:10:00	11	Restaurant	483834.4909161149	4422719.660534676
1	2025-07-09T13:10:00	11	Restaurant	483834.4909161149	4422719.660534676
0	2025-07-09T13:35:00	9	Workplace	486971.8556855318	4422510.6889146175
