UserId	CheckinTime	VenueId	VenueType	X	Y
1	2025-07-09T13:35:00	9	Workplace	486971.8556855318	4422510.6889146175
0	2025-07-09T13:50:00	3	Apartment	485547.33905596414	4421526.153604189
0	2025-07-09T14:00:00	10	Pub	486194.0125563806	4421348.554417097
2	2025-07-09T14:05:00	1	Apartment	485057.58590894594	4420442.765882327
1	2025-07-09T14:40:00	2	Apartment	487038.28498915996	4420353.145806744
1	2025-07-09T14:50:00	10	Pub	486194.0125563806	4421348.554417097
0	2025-07-09T15:50:00	3	Apartment	485547.33905596414	4421526.153604189
0	2025-07-09T16:00:00	10	Pub	486194.0125563806	4421348.554417097
3	2025-07-09T16:35:00	11	Restaurant	483834.4909161149	4422719.660534676
1	2025-07-09T16:40:00	2	Apartment	487038.28498915996	4420353.145806744
1	2025-07-09T16:50:00	10	Pub	486194.0125563806	4421348.554417097
3	2025-07-09T17:00:00	0	Apartment	483386.13406596635	4420756.4680047715
0	2025-07-09T17:30:00	3	Apartment	485547.33905596414	4421526.153604189
0	2025-07-09T17:40:00	10	Pub	486194.0125563806	4421348.554417097
4	2025-07-09T18:20:00	11	Restaurant	483834.4909161149	4422719.660534676
1	2025-07-09T18:25:00	2	Apartment	487038.28498915996	4420353.145806744
1	2025-07-09T18:35:00	10	Pub	486194.0125563806	4421348.554417097
4	2025-07-09T18:50:00	0	Apartment	483427.58001767774	4420738.353228444
2	2025-07-09T18:55:00	11	Restaurant	483834.4909161149	4422719.660534676
1	2025-07-09T19:00:00	11	Restaurant	483834.4909161149	4422719.660534676
0	2025-07-09T19:20:00	3	Apartment	485547.33905596414	4421526.153604189
1	2025-07-09T19:25:00	10	Pub	486194.0125563806	4421348.554417097
2	2025-07-09T19:25:00	1	Apartment	485057.58590894594	4420442.765882327
0	2025-07-09T19:30:00	10	Pub	486194.0125563806	4421348.554417097
0	2025-07-09T19:50:00	11	Restaurant	483834.4909161149	4422719.660534676
1	2025-07-09T19:50:00	2	Apartment	487038.28498915996	4420353.145806744
1	2025-07-09T20:00:00	10	Pub	486194.0125563806	4421348.554417097
0	2025-07-09T20:15:00	10	Pub	486194.0125563806	4421348.554417097
0	2025-07-09T20:40:00	3	Apartment	485547.33905596414	4421526.153604189
0	2025-07-09T20:50:00	10	Pub	486194.0125563806	4421348.554417097
0	2025-07-09T22:05:00	3	Apartment	485547.33905596414	4421526.153604189
0	2025-07-09T22:15:00	10	Pub	486194.0125563806	4421348.554417097
1	2025-07-09T22:20:00	2	Apartment	487038.28498915996	4420353.145806744
1	2025-07-09T22:30:00	10	Pub	486194.0125563806	4421348.554417097
1	2025-07-09T23:10:00	2	Apartment	487038.28498915996	4420353.145806744
0	2025-07-09T23:45:00	3	Apartment	485547.33905596414	4421526.153604189
0	2025-07-10T07:05:00	9	Workplace	486971.8556855318	4422510.6889146175
1	2025-07-10T07:55:00	9	Workplace	486971.8556855318	4422510.6889146175
2	2025-07-10T08:00:00	9	Workplace	486971.8556855318	4422510.6889146175
3	2025-07-10T08:05:00	11	Restaurant	483834.4909161149	4422719.660534676
4	2025-07-10T08:05:00	11	Restaurant	483834.4909161149	4422719.660534676
3	2025-07-10T08:30:00	0	Apartment	483386.13406596635	4420756.4680047715
4	2025-07-10T08:35:00	0	Apartment	483427.58001767774	4420738.353228444
0	2025-07-10T13:10:00	11	Restaurant	483834.4909161149	4422719.660534676
1	2025-07-10T13:10:00	11	Restaurant	483834.4909161149	4422719.660534676
0	2025-07-10T13:35:00	9	Workplace	486971.8556855318	4422510.6889146175
1	2025-07-10T13:35:00	9	Workplace	486971.8556855318	4422510.6889146175
0	2025-07-10T13:50:00	3	Apartment	485547.33905596414	4421526.153604189
0	2025-07-10T14:00:00	10	Pub	486194.0125563806	4421348.554417097
2	2025-07-10T14:05:00	1	Apartment	485057.58590894594	4420442.765882327
1	2025-07-10T14:40:00	2	Apartment	487038.28498915996	4420353.145806744
1	2025-07-10T14:50:00	10	Pub	486194.0125563806	4421348.554417097
0	2025-07-10T15:30:00	3	Apartment	485547.33905596414	4421526.153604189
0	2025-07-10T15:40:00	10	Pub	486194.0125563806	4421348.554417097
3	2025-07-10T16:35:00	11	Restaurant	483834.4909161149	4422719.660534676
1	2025-07-10T16:55:00	2	Apartment	487038.28498915996	4420353.145806744
3	2025-07-10T17:00:00	0	Apartment	483386.13406596635	4420756.4680047715
1	2025-07-10T17:05:00	10	Pub	486194.0125563806	4421348.554417097
0	2025-07-10T17:35:00	3	Apartment	485547.33905596414	4421526.153604189
0	2025-07-10T17:45:00	10	Pub	486194.0125563806	4421348.554417097
4	2025-07-10T18:20:00	11	Restaurant	483834.4909161149	4422719.660534676
4	2025-07-10T18:50:00	0	Apartment	483427.58001767774	4420738.353228444
1	2025-07-10T18:55:00	2	Apartment	487038.28498915996	4420353.145806744
1	2025-07-10T19:05:00	10	Pub	486194.0125563806	4421348.554417097
0	2025-07-10T19:40:00	3	Apartment	485547.33905596414	4421526.153604189
0	2025-07-10T19:50:00	10	Pub	486194.0125563806	4421348.554417097
1	2025-07-10T20:50:00	2	Apartment	487038.28498915996	4420353.145806744
0	2025-07-10T20:55:00	3	Apartment	485547.33905596414	4421526.153604189
1	2025-07-10T21:00:00	10	Pub	486194.0125563806	4421348.554417097
0	2025-07-10T21:05:00	10	Pub	486194.0125563806	4421348.554417097
1	2025-07-10T22:15:00	2	Apartment	487038.28498915996	4420353.145806744
1	2025-07-10T22:25:00	10	Pub	486194.0125563806	4421348.554417097
0	2025-07-10T22:30:00	3	Apartment	485547.33905596414	4421526.153604189
0	2025-07-10T22:40:00	10	Pub	486194.0125563806	4421348.554417097
1	2025-07-10T23:10:00	2	Apartment	487038.28498915996	4420353.145806744
0	2025-07-10T23:45:00	3	Apartment	485547.33905596414	4421526.153604189
