step	simulationTime	location	agentId
1462	2025-07-06T01:50:00.000	POINT (485057.5850584154 4420431.121838025)	2
1462	2025-07-06T01:50:00.000	POINT (483373.16822203726 4420750.797663476)	3
1462	2025-07-06T01:50:00.000	POINT (483415.5053154079 4420725.761703704)	4
1463	2025-07-06T01:55:00.000	POINT (485535.99952546356 4421523.756333128)	0
1463	2025-07-06T01:55:00.000	POINT (487049.12003384926 4420349.32446721)	1
1463	2025-07-06T01:55:00.000	POINT (485057.5850584154 4420431.121838025)	2
1463	2025-07-06T01:55:00.000	POINT (483373.16822203726 4420750.797663476)	3
1463	2025-07-06T01:55:00.000	POINT (483415.5053154079 4420725.761703704)	4
1464	2025-07-06T02:00:00.000	POINT (485535.99952546356 4421523.756333128)	0
1464	2025-07-06T02:00:00.000	POINT (487049.12003384926 4420349.32446721)	1
1464	2025-07-06T02:00:00.000	POINT (485057.5850584154 4420431.121838025)	2
1464	2025-07-06T02:00:00.000	POINT (483373.16822203726 4420750.797663476)	3
1464	2025-07-06T02:00:00.000	POINT (483415.5053154079 4420725.761703704)	4
1465	2025-07-06T02:05:00.000	POINT (485535.99952546356 4421523.756333128)	0
1465	2025-07-06T02:05:00.000	POINT (487049.12003384926 4420349.32446721)	1
1465	2025-07-06T02:05:00.000	POINT (485057.5850584154 4420431.121838025)	2
1465	2025-07-06T02:05:00.000	POINT (483373.16822203726 4420750.797663476)	3
1465	2025-07-06T02:05:00.000	POINT (483415.5053154079 4420725.761703704)	4
1466	2025-07-06T02:10:00.000	POINT (485535.99952546356 4421523.756333128)	0
1466	2025-07-06T02:10:00.000	POINT (487049.12003384926 4420349.32446721)	1
1466	2025-07-06T02:10:00.000	POINT (485057.5850584154 4420431.121838025)	2
1466	2025-07-06T02:10:00.000	POINT (483373.16822203726 4420750.797663476)	3
1466	2025-07-06T02:10:00.000	POINT (483415.5053154079 4420725.761703704)	4
1467	2025-07-06T02:15:00.000	POINT (485535.99952546356 4421523.756333128)	0
1467	2025-07-06T02:15:00.000	POINT (487049.12003384926 4420349.32446721)	1
1467	2025-07-06T02:15:00.000	POINT (485057.5850584154 4420431.121838025)	2
1467	2025-07-06T02:15:00.000	POINT (483373.16822203726 4420750.797663476)	3
1467	2025-07-06T02:15:00.000	POINT (483415.5053154079 4420725.761703704)	4
1468	2025-07-06T02:20:00.000	POINT (485535.99952546356 4421523.756333128)	0
1468	2025-07-06T02:20:00.000	POINT (487049.12003384926 4420349.32446721)	1
1468	2025-07-06T02:20:00.000	POINT (485057.5850584154 4420431.121838025)	2
1468	2025-07-06T02:20:00.000	POINT (483373.16822203726 4420750.797663476)	3
1468	2025-07-06T02:20:00.000	POINT (483415.5053154079 4420725.761703704)	4
1469	2025-07-06T02:25:00.000	POINT (485535.99952546356 4421523.756333128)	0
1469	2025-07-06T02:25:00.000	POINT (487049.12003384926 4420349.32446721)	1
1469	2025-07-06T02:25:00.000	POINT (485057.5850584154 4420431.121838025)	2
1469	2025-07-06T02:25:00.000	POINT (483373.16822203726 4420750.797663476)	3
1469	2025-07-06T02:25:00.000	POINT (483415.5053154079 4420725.761703704)	4
1470	2025-07-06T02:30:00.000	POINT (485535.99952546356 4421523.756333128)	0
1470	2025-07-06T02:30:00.000	POINT (487049.12003384926 4420349.32446721)	1
1470	2025-07-06T02:30:00.000	POINT (485057.5850584154 4420431.121838025)	2
1470	2025-07-06T02:30:00.000	POINT (483373.16822203726 4420750.797663476)	3
1470	2025-07-06T02:30:00.000	POINT (483415.5053154079 4420725.761703704)	4
1471	2025-07-06T02:35:00.000	POINT (485535.99952546356 4421523.756333128)	0
1471	2025-07-06T02:35:00.000	POINT (487049.12003384926 4420349.32446721)	1
1471	2025-07-06T02:35:00.000	POINT (485057.5850584154 4420431.121838025)	2
1471	2025-07-06T02:35:00.000	POINT (483373.16822203726 4420750.797663476)	3
1471	2025-07-06T02:35:00.000	POINT (483415.5053154079 4420725.761703704)	4
1472	2025-07-06T02:40:00.000	POINT (485535.99952546356 4421523.756333128)	0
1472	2025-07-06T02:40:00.000	POINT (487049.12003384926 4420349.32446721)	1
1472	2025-07-06T02:40:00.000	POINT (485057.5850584154 4420431.121838025)	2
1472	2025-07-06T02:40:00.000	POINT (483373.16822203726 4420750.797663476)	3
1472	2025-07-06T02:40:00.000	POINT (483415.5053154079 4420725.761703704)	4
1473	2025-07-06T02:45:00.000	POINT (485535.99952546356 4421523.756333128)	0
1473	2025-07-06T02:45:00.000	POINT (487049.12003384926 4420349.32446721)	1
1473	2025-07-06T02:45:00.000	POINT (485057.5850584154 4420431.121838025)	2
1473	2025-07-06T02:45:00.000	POINT (483373.16822203726 4420750.797663476)	3
1473	2025-07-06T02:45:00.000	POINT (483415.5053154079 4420725.761703704)	4
1474	2025-07-06T02:50:00.000	POINT (485535.99952546356 4421523.756333128)	0
1474	2025-07-06T02:50:00.000	POINT (487049.12003384926 4420349.32446721)	1
1474	2025-07-06T02:50:00.000	POINT (485057.5850584154 4420431.121838025)	2
1474	2025-07-06T02:50:00.000	POINT (483373.16822203726 4420750.797663476)	3
1474	2025-07-06T02:50:00.000	POINT (483415.5053154079 4420725.761703704)	4
1475	2025-07-06T02:55:00.000	POINT (485535.99952546356 4421523.756333128)	0
1475	2025-07-06T02:55:00.000	POINT (487049.12003384926 4420349.32446721)	1
1475	2025-07-06T02:55:00.000	POINT (485057.5850584154 4420431.121838025)	2
1475	2025-07-06T02:55:00.000	POINT (483373.16822203726 4420750.797663476)	3
1475	2025-07-06T02:55:00.000	POINT (483415.5053154079 4420725.761703704)	4
1476	2025-07-06T03:00:00.000	POINT (485535.99952546356 4421523.756333128)	0
1476	2025-07-06T03:00:00.000	POINT (487049.12003384926 4420349.32446721)	1
1476	2025-07-06T03:00:00.000	POINT (485057.5850584154 4420431.121838025)	2
1476	2025-07-06T03:00:00.000	POINT (483373.16822203726 4420750.797663476)	3
1476	2025-07-06T03:00:00.000	POINT (483415.5053154079 4420725.761703704)	4
1477	2025-07-06T03:05:00.000	POINT (485535.99952546356 4421523.756333128)	0
1477	2025-07-06T03:05:00.000	POINT (487049.12003384926 4420349.32446721)	1
1477	2025-07-06T03:05:00.000	POINT (485057.5850584154 4420431.121838025)	2
1477	2025-07-06T03:05:00.000	POINT (483373.16822203726 4420750.797663476)	3
1477	2025-07-06T03:05:00.000	POINT (483415.5053154079 4420725.761703704)	4
1478	2025-07-06T03:10:00.000	POINT (485535.99952546356 4421523.756333128)	0
1478	2025-07-06T03:10:00.000	POINT (487049.12003384926 4420349.32446721)	1
1478	2025-07-06T03:10:00.000	POINT (485057.5850584154 4420431.121838025)	2
1478	2025-07-06T03:10:00.000	POINT (483373.16822203726 4420750.797663476)	3
1478	2025-07-06T03:10:00.000	POINT (483415.5053154079 4420725.761703704)	4
1479	2025-07-06T03:15:00.000	POINT (485535.99952546356 4421523.756333128)	0
1479	2025-07-06T03:15:00.000	POINT (487049.12003384926 4420349.32446721)	1
1479	2025-07-06T03:15:00.000	POINT (485057.5850584154 4420431.121838025)	2
1479	2025-07-06T03:15:00.000	POINT (483373.16822203726 4420750.797663476)	3
1479	2025-07-06T03:15:00.000	POINT (483415.5053154079 4420725.761703704)	4
1480	2025-07-06T03:20:00.000	POINT (485535.99952546356 4421523.756333128)	0
1480	2025-07-06T03:20:00.000	POINT (487049.12003384926 4420349.32446721)	1
1480	2025-07-06T03:20:00.000	POINT (485057.5850584154 4420431.121838025)	2
1480	2025-07-06T03:20:00.000	POINT (483373.16822203726 4420750.797663476)	3
1480	2025-07-06T03:20:00.000	POINT (483415.5053154079 4420725.761703704)	4
1481	2025-07-06T03:25:00.000	POINT (485535.99952546356 4421523.756333128)	0
1481	2025-07-06T03:25:00.000	POINT (487049.12003384926 4420349.32446721)	1
1481	2025-07-06T03:25:00.000	POINT (485057.5850584154 4420431.121838025)	2
1481	2025-07-06T03:25:00.000	POINT (483373.16822203726 4420750.797663476)	3
1481	2025-07-06T03:25:00.000	POINT (483415.5053154079 4420725.761703704)	4
1482	2025-07-06T03:30:00.000	POINT (485535.99952546356 4421523.756333128)	0
1482	2025-07-06T03:30:00.000	POINT (487049.12003384926 4420349.32446721)	1
1482	2025-07-06T03:30:00.000	POINT (485057.5850584154 4420431.121838025)	2
1482	2025-07-06T03:30:00.000	POINT (483373.16822203726 4420750.797663476)	3
1482	2025-07-06T03:30:00.000	POINT (483415.5053154079 4420725.761703704)	4
1483	2025-07-06T03:35:00.000	POINT (485535.99952546356 4421523.756333128)	0
1483	2025-07-06T03:35:00.000	POINT (487049.12003384926 4420349.32446721)	1
1483	2025-07-06T03:35:00.000	POINT (485057.5850584154 4420431.121838025)	2
1483	2025-07-06T03:35:00.000	POINT (483373.16822203726 4420750.797663476)	3
1483	2025-07-06T03:35:00.000	POINT (483415.5053154079 4420725.761703704)	4
1484	2025-07-06T03:40:00.000	POINT (485535.99952546356 4421523.756333128)	0
1484	2025-07-06T03:40:00.000	POINT (487049.12003384926 4420349.32446721)	1
1484	2025-07-06T03:40:00.000	POINT (485057.5850584154 4420431.121838025)	2
1484	2025-07-06T03:40:00.000	POINT (483373.16822203726 4420750.797663476)	3
1484	2025-07-06T03:40:00.000	POINT (483415.5053154079 4420725.761703704)	4
1485	2025-07-06T03:45:00.000	POINT (485535.99952546356 4421523.756333128)	0
1485	2025-07-06T03:45:00.000	POINT (487049.12003384926 4420349.32446721)	1
1485	2025-07-06T03:45:00.000	POINT (485057.5850584154 4420431.121838025)	2
1485	2025-07-06T03:45:00.000	POINT (483373.16822203726 4420750.797663476)	3
1485	2025-07-06T03:45:00.000	POINT (483415.5053154079 4420725.761703704)	4
1486	2025-07-06T03:50:00.000	POINT (485535.99952546356 4421523.756333128)	0
1486	2025-07-06T03:50:00.000	POINT (487049.12003384926 4420349.32446721)	1
1486	2025-07-06T03:50:00.000	POINT (485057.5850584154 4420431.121838025)	2
1486	2025-07-06T03:50:00.000	POINT (483373.16822203726 4420750.797663476)	3
1486	2025-07-06T03:50:00.000	POINT (483415.5053154079 4420725.761703704)	4
1487	2025-07-06T03:55:00.000	POINT (485535.99952546356 4421523.756333128)	0
1487	2025-07-06T03:55:00.000	POINT (487049.12003384926 4420349.32446721)	1
1487	2025-07-06T03:55:00.000	POINT (485057.5850584154 4420431.121838025)	2
1487	2025-07-06T03:55:00.000	POINT (483373.16822203726 4420750.797663476)	3
1487	2025-07-06T03:55:00.000	POINT (483415.5053154079 4420725.761703704)	4
1488	2025-07-06T04:00:00.000	POINT (485535.99952546356 4421523.756333128)	0
1488	2025-07-06T04:00:00.000	POINT (487049.12003384926 4420349.32446721)	1
1488	2025-07-06T04:00:00.000	POINT (485057.5850584154 4420431.121838025)	2
1488	2025-07-06T04:00:00.000	POINT (483373.16822203726 4420750.797663476)	3
1488	2025-07-06T04:00:00.000	POINT (483415.5053154079 4420725.761703704)	4
1489	2025-07-06T04:05:00.000	POINT (485535.99952546356 4421523.756333128)	0
1489	2025-07-06T04:05:00.000	POINT (487049.12003384926 4420349.32446721)	1
1489	2025-07-06T04:05:00.000	POINT (485057.5850584154 4420431.121838025)	2
1489	2025-07-06T04:05:00.000	POINT (483373.16822203726 4420750.797663476)	3
1489	2025-07-06T04:05:00.000	POINT (483415.5053154079 4420725.761703704)	4
1490	2025-07-06T04:10:00.000	POINT (485535.99952546356 4421523.756333128)	0
1490	2025-07-06T04:10:00.000	POINT (487049.12003384926 4420349.32446721)	1
1490	2025-07-06T04:10:00.000	POINT (485057.5850584154 4420431.121838025)	2
1490	2025-07-06T04:10:00.000	POINT (483373.16822203726 4420750.797663476)	3
1490	2025-07-06T04:10:00.000	POINT (483415.5053154079 4420725.761703704)	4
1491	2025-07-06T04:15:00.000	POINT (485535.99952546356 4421523.756333128)	0
1491	2025-07-06T04:15:00.000	POINT (487049.12003384926 4420349.32446721)	1
1491	2025-07-06T04:15:00.000	POINT (485057.5850584154 4420431.121838025)	2
1491	2025-07-06T04:15:00.000	POINT (483373.16822203726 4420750.797663476)	3
1491	2025-07-06T04:15:00.000	POINT (483415.5053154079 4420725.761703704)	4
1492	2025-07-06T04:20:00.000	POINT (485535.99952546356 4421523.756333128)	0
1492	2025-07-06T04:20:00.000	POINT (487049.12003384926 4420349.32446721)	1
1492	2025-07-06T04:20:00.000	POINT (485057.5850584154 4420431.121838025)	2
1492	2025-07-06T04:20:00.000	POINT (483373.16822203726 4420750.797663476)	3
1492	2025-07-06T04:20:00.000	POINT (483415.5053154079 4420725.761703704)	4
1493	2025-07-06T04:25:00.000	POINT (485535.99952546356 4421523.756333128)	0
1493	2025-07-06T04:25:00.000	POINT (487049.12003384926 4420349.32446721)	1
1493	2025-07-06T04:25:00.000	POINT (485057.5850584154 4420431.121838025)	2
1493	2025-07-06T04:25:00.000	POINT (483373.16822203726 4420750.797663476)	3
1493	2025-07-06T04:25:00.000	POINT (483415.5053154079 4420725.761703704)	4
1494	2025-07-06T04:30:00.000	POINT (485535.99952546356 4421523.756333128)	0
1494	2025-07-06T04:30:00.000	POINT (487049.12003384926 4420349.32446721)	1
1494	2025-07-06T04:30:00.000	POINT (485057.5850584154 4420431.121838025)	2
1494	2025-07-06T04:30:00.000	POINT (483373.16822203726 4420750.797663476)	3
1494	2025-07-06T04:30:00.000	POINT (483415.5053154079 4420725.761703704)	4
1495	2025-07-06T04:35:00.000	POINT (485535.99952546356 4421523.756333128)	0
1495	2025-07-06T04:35:00.000	POINT (487049.12003384926 4420349.32446721)	1
1495	2025-07-06T04:35:00.000	POINT (485057.5850584154 4420431.121838025)	2
1495	2025-07-06T04:35:00.000	POINT (483373.16822203726 4420750.797663476)	3
1495	2025-07-06T04:35:00.000	POINT (483415.5053154079 4420725.761703704)	4
1496	2025-07-06T04:40:00.000	POINT (485535.99952546356 4421523.756333128)	0
1496	2025-07-06T04:40:00.000	POINT (487049.12003384926 4420349.32446721)	1
1496	2025-07-06T04:40:00.000	POINT (485057.5850584154 4420431.121838025)	2
1496	2025-07-06T04:40:00.000	POINT (483373.16822203726 4420750.797663476)	3
1496	2025-07-06T04:40:00.000	POINT (483415.5053154079 4420725.761703704)	4
1497	2025-07-06T04:45:00.000	POINT (485535.99952546356 4421523.756333128)	0
1497	2025-07-06T04:45:00.000	POINT (487049.12003384926 4420349.32446721)	1
1497	2025-07-06T04:45:00.000	POINT (485057.5850584154 4420431.121838025)	2
1497	2025-07-06T04:45:00.000	POINT (483373.16822203726 4420750.797663476)	3
1497	2025-07-06T04:45:00.000	POINT (483415.5053154079 4420725.761703704)	4
1498	2025-07-06T04:50:00.000	POINT (485535.99952546356 4421523.756333128)	0
1498	2025-07-06T04:50:00.000	POINT (487049.12003384926 4420349.32446721)	1
1498	2025-07-06T04:50:00.000	POINT (485057.5850584154 4420431.121838025)	2
1498	2025-07-06T04:50:00.000	POINT (483373.16822203726 4420750.797663476)	3
1498	2025-07-06T04:50:00.000	POINT (483415.5053154079 4420725.761703704)	4
1499	2025-07-06T04:55:00.000	POINT (485535.99952546356 4421523.756333128)	0
1499	2025-07-06T04:55:00.000	POINT (487049.12003384926 4420349.32446721)	1
1499	2025-07-06T04:55:00.000	POINT (485057.5850584154 4420431.121838025)	2
1499	2025-07-06T04:55:00.000	POINT (483373.16822203726 4420750.797663476)	3
1499	2025-07-06T04:55:00.000	POINT (483415.5053154079 4420725.761703704)	4
1500	2025-07-06T05:00:00.000	POINT (485535.99952546356 4421523.756333128)	0
1500	2025-07-06T05:00:00.000	POINT (487049.12003384926 4420349.32446721)	1
1500	2025-07-06T05:00:00.000	POINT (485057.5850584154 4420431.121838025)	2
1500	2025-07-06T05:00:00.000	POINT (483373.16822203726 4420750.797663476)	3
1500	2025-07-06T05:00:00.000	POINT (483415.5053154079 4420725.761703704)	4
1501	2025-07-06T05:05:00.000	POINT (485535.99952546356 4421523.756333128)	0
1501	2025-07-06T05:05:00.000	POINT (487049.12003384926 4420349.32446721)	1
1501	2025-07-06T05:05:00.000	POINT (485057.5850584154 4420431.121838025)	2
1501	2025-07-06T05:05:00.000	POINT (483373.16822203726 4420750.797663476)	3
1501	2025-07-06T05:05:00.000	POINT (483415.5053154079 4420725.761703704)	4
1502	2025-07-06T05:10:00.000	POINT (485535.99952546356 4421523.756333128)	0
1502	2025-07-06T05:10:00.000	POINT (487049.12003384926 4420349.32446721)	1
1502	2025-07-06T05:10:00.000	POINT (485057.5850584154 4420431.121838025)	2
1502	2025-07-06T05:10:00.000	POINT (483373.16822203726 4420750.797663476)	3
1502	2025-07-06T05:10:00.000	POINT (483415.5053154079 4420725.761703704)	4
1503	2025-07-06T05:15:00.000	POINT (485535.99952546356 4421523.756333128)	0
1503	2025-07-06T05:15:00.000	POINT (487049.12003384926 4420349.32446721)	1
1503	2025-07-06T05:15:00.000	POINT (485057.5850584154 4420431.121838025)	2
1503	2025-07-06T05:15:00.000	POINT (483373.16822203726 4420750.797663476)	3
1503	2025-07-06T05:15:00.000	POINT (483415.5053154079 4420725.761703704)	4
1504	2025-07-06T05:20:00.000	POINT (485535.99952546356 4421523.756333128)	0
1504	2025-07-06T05:20:00.000	POINT (487049.12003384926 4420349.32446721)	1
1504	2025-07-06T05:20:00.000	POINT (485057.5850584154 4420431.121838025)	2
1504	2025-07-06T05:20:00.000	POINT (483373.16822203726 4420750.797663476)	3
1504	2025-07-06T05:20:00.000	POINT (483415.5053154079 4420725.761703704)	4
1505	2025-07-06T05:25:00.000	POINT (485535.99952546356 4421523.756333128)	0
1505	2025-07-06T05:25:00.000	POINT (487049.12003384926 4420349.32446721)	1
1505	2025-07-06T05:25:00.000	POINT (485057.5850584154 4420431.121838025)	2
1505	2025-07-06T05:25:00.000	POINT (483373.16822203726 4420750.797663476)	3
1505	2025-07-06T05:25:00.000	POINT (483415.5053154079 4420725.761703704)	4
1506	2025-07-06T05:30:00.000	POINT (485535.99952546356 4421523.756333128)	0
1506	2025-07-06T05:30:00.000	POINT (487049.12003384926 4420349.32446721)	1
1506	2025-07-06T05:30:00.000	POINT (485057.5850584154 4420431.121838025)	2
1506	2025-07-06T05:30:00.000	POINT (483373.16822203726 4420750.797663476)	3
1506	2025-07-06T05:30:00.000	POINT (483415.5053154079 4420725.761703704)	4
1507	2025-07-06T05:35:00.000	POINT (485535.99952546356 4421523.756333128)	0
1507	2025-07-06T05:35:00.000	POINT (487049.12003384926 4420349.32446721)	1
1507	2025-07-06T05:35:00.000	POINT (485057.5850584154 4420431.121838025)	2
1507	2025-07-06T05:35:00.000	POINT (483373.16822203726 4420750.797663476)	3
1507	2025-07-06T05:35:00.000	POINT (483415.5053154079 4420725.761703704)	4
1508	2025-07-06T05:40:00.000	POINT (485535.99952546356 4421523.756333128)	0
1508	2025-07-06T05:40:00.000	POINT (487049.12003384926 4420349.32446721)	1
1508	2025-07-06T05:40:00.000	POINT (485057.5850584154 4420431.121838025)	2
1508	2025-07-06T05:40:00.000	POINT (483373.16822203726 4420750.797663476)	3
1508	2025-07-06T05:40:00.000	POINT (483415.5053154079 4420725.761703704)	4
1509	2025-07-06T05:45:00.000	POINT (485535.99952546356 4421523.756333128)	0
1509	2025-07-06T05:45:00.000	POINT (487049.12003384926 4420349.32446721)	1
1509	2025-07-06T05:45:00.000	POINT (485057.5850584154 4420431.121838025)	2
1509	2025-07-06T05:45:00.000	POINT (483373.16822203726 4420750.797663476)	3
1509	2025-07-06T05:45:00.000	POINT (483415.5053154079 4420725.761703704)	4
1510	2025-07-06T05:50:00.000	POINT (485535.99952546356 4421523.756333128)	0
1510	2025-07-06T05:50:00.000	POINT (487049.12003384926 4420349.32446721)	1
1510	2025-07-06T05:50:00.000	POINT (485057.5850584154 4420431.121838025)	2
1510	2025-07-06T05:50:00.000	POINT (483373.16822203726 4420750.797663476)	3
1510	2025-07-06T05:50:00.000	POINT (483415.5053154079 4420725.761703704)	4
1511	2025-07-06T05:55:00.000	POINT (485535.99952546356 4421523.756333128)	0
1511	2025-07-06T05:55:00.000	POINT (487049.12003384926 4420349.32446721)	1
1511	2025-07-06T05:55:00.000	POINT (485057.5850584154 4420431.121838025)	2
1511	2025-07-06T05:55:00.000	POINT (483373.16822203726 4420750.797663476)	3
1511	2025-07-06T05:55:00.000	POINT (483415.5053154079 4420725.761703704)	4
1512	2025-07-06T06:00:00.000	POINT (485535.99952546356 4421523.756333128)	0
1512	2025-07-06T06:00:00.000	POINT (487049.12003384926 4420349.32446721)	1
1512	2025-07-06T06:00:00.000	POINT (485057.5850584154 4420431.121838025)	2
1512	2025-07-06T06:00:00.000	POINT (483373.16822203726 4420750.797663476)	3
1512	2025-07-06T06:00:00.000	POINT (483415.5053154079 4420725.761703704)	4
1513	2025-07-06T06:05:00.000	POINT (485535.99952546356 4421523.756333128)	0
1513	2025-07-06T06:05:00.000	POINT (487049.12003384926 4420349.32446721)	1
1513	2025-07-06T06:05:00.000	POINT (485057.5850584154 4420431.121838025)	2
1513	2025-07-06T06:05:00.000	POINT (483373.16822203726 4420750.797663476)	3
1513	2025-07-06T06:05:00.000	POINT (483415.5053154079 4420725.761703704)	4
1514	2025-07-06T06:10:00.000	POINT (485535.99952546356 4421523.756333128)	0
1514	2025-07-06T06:10:00.000	POINT (487049.12003384926 4420349.32446721)	1
1514	2025-07-06T06:10:00.000	POINT (485057.5850584154 4420431.121838025)	2
1514	2025-07-06T06:10:00.000	POINT (483373.16822203726 4420750.797663476)	3
1514	2025-07-06T06:10:00.000	POINT (483415.5053154079 4420725.761703704)	4
1515	2025-07-06T06:15:00.000	POINT (485535.99952546356 4421523.756333128)	0
1515	2025-07-06T06:15:00.000	POINT (487049.12003384926 4420349.32446721)	1
1515	2025-07-06T06:15:00.000	POINT (485057.5850584154 4420431.121838025)	2
1515	2025-07-06T06:15:00.000	POINT (483373.16822203726 4420750.797663476)	3
1515	2025-07-06T06:15:00.000	POINT (483415.5053154079 4420725.761703704)	4
1516	2025-07-06T06:20:00.000	POINT (485535.99952546356 4421523.756333128)	0
1516	2025-07-06T06:20:00.000	POINT (487049.12003384926 4420349.32446721)	1
1516	2025-07-06T06:20:00.000	POINT (485057.5850584154 4420431.121838025)	2
1516	2025-07-06T06:20:00.000	POINT (483373.16822203726 4420750.797663476)	3
1516	2025-07-06T06:20:00.000	POINT (483415.5053154079 4420725.761703704)	4
1517	2025-07-06T06:25:00.000	POINT (485535.99952546356 4421523.756333128)	0
1517	2025-07-06T06:25:00.000	POINT (487049.12003384926 4420349.32446721)	1
1517	2025-07-06T06:25:00.000	POINT (485057.5850584154 4420431.121838025)	2
1517	2025-07-06T06:25:00.000	POINT (483373.16822203726 4420750.797663476)	3
1517	2025-07-06T06:25:00.000	POINT (483415.5053154079 4420725.761703704)	4
1518	2025-07-06T06:30:00.000	POINT (485535.99952546356 4421523.756333128)	0
1518	2025-07-06T06:30:00.000	POINT (487049.12003384926 4420349.32446721)	1
1518	2025-07-06T06:30:00.000	POINT (485057.5850584154 4420431.121838025)	2
1518	2025-07-06T06:30:00.000	POINT (483373.16822203726 4420750.797663476)	3
1518	2025-07-06T06:30:00.000	POINT (483415.5053154079 4420725.761703704)	4
1519	2025-07-06T06:35:00.000	POINT (485535.99952546356 4421523.756333128)	0
1519	2025-07-06T06:35:00.000	POINT (487049.12003384926 4420349.32446721)	1
1519	2025-07-06T06:35:00.000	POINT (485057.5850584154 4420431.121838025)	2
1519	2025-07-06T06:35:00.000	POINT (483373.16822203726 4420750.797663476)	3
1519	2025-07-06T06:35:00.000	POINT (483415.5053154079 4420725.761703704)	4
1520	2025-07-06T06:40:00.000	POINT (485535.99952546356 4421523.756333128)	0
1520	2025-07-06T06:40:00.000	POINT (487049.12003384926 4420349.32446721)	1
1520	2025-07-06T06:40:00.000	POINT (485057.5850584154 4420431.121838025)	2
1520	2025-07-06T06:40:00.000	POINT (483373.16822203726 4420750.797663476)	3
1520	2025-07-06T06:40:00.000	POINT (483415.5053154079 4420725.761703704)	4
1521	2025-07-06T06:45:00.000	POINT (485535.99952546356 4421523.756333128)	0
1521	2025-07-06T06:45:00.000	POINT (487049.12003384926 4420349.32446721)	1
1521	2025-07-06T06:45:00.000	POINT (485057.5850584154 4420431.121838025)	2
1521	2025-07-06T06:45:00.000	POINT (483373.16822203726 4420750.797663476)	3
1521	2025-07-06T06:45:00.000	POINT (483415.5053154079 4420725.761703704)	4
1522	2025-07-06T06:50:00.000	POINT (485547.33905596414 4421526.153604189)	0
1522	2025-07-06T06:50:00.000	POINT (487049.12003384926 4420349.32446721)	1
1522	2025-07-06T06:50:00.000	POINT (485057.5850584154 4420431.121838025)	2
1522	2025-07-06T06:50:00.000	POINT (483373.16822203726 4420750.797663476)	3
1522	2025-07-06T06:50:00.000	POINT (483415.5053154079 4420725.761703704)	4
1523	2025-07-06T06:55:00.000	POINT (483563.24373083276 4422362.6504371)	0
1523	2025-07-06T06:55:00.000	POINT (487049.12003384926 4420349.32446721)	1
1523	2025-07-06T06:55:00.000	POINT (485057.5850584154 4420431.121838025)	2
1523	2025-07-06T06:55:00.000	POINT (483373.16822203726 4420750.797663476)	3
1523	2025-07-06T06:55:00.000	POINT (483415.5053154079 4420725.761703704)	4
1524	2025-07-06T07:00:00.000	POINT (483823.1513856143 4422717.263263615)	0
1524	2025-07-06T07:00:00.000	POINT (487049.12003384926 4420349.32446721)	1
1524	2025-07-06T07:00:00.000	POINT (485057.5850584154 4420431.121838025)	2
1524	2025-07-06T07:00:00.000	POINT (483373.16822203726 4420750.797663476)	3
1524	2025-07-06T07:00:00.000	POINT (483415.5053154079 4420725.761703704)	4
1525	2025-07-06T07:05:00.000	POINT (483823.1513856143 4422717.263263615)	0
1525	2025-07-06T07:05:00.000	POINT (487049.12003384926 4420349.32446721)	1
1525	2025-07-06T07:05:00.000	POINT (485057.5850584154 4420431.121838025)	2
1525	2025-07-06T07:05:00.000	POINT (483373.16822203726 4420750.797663476)	3
1525	2025-07-06T07:05:00.000	POINT (483415.5053154079 4420725.761703704)	4
1526	2025-07-06T07:10:00.000	POINT (483823.1513856143 4422717.263263615)	0
1526	2025-07-06T07:10:00.000	POINT (487049.12003384926 4420349.32446721)	1
1526	2025-07-06T07:10:00.000	POINT (485057.5850584154 4420431.121838025)	2
1526	2025-07-06T07:10:00.000	POINT (483373.16822203726 4420750.797663476)	3
1526	2025-07-06T07:10:00.000	POINT (483415.5053154079 4420725.761703704)	4
1527	2025-07-06T07:15:00.000	POINT (483823.1513856143 4422717.263263615)	0
1527	2025-07-06T07:15:00.000	POINT (487049.12003384926 4420349.32446721)	1
1527	2025-07-06T07:15:00.000	POINT (485057.5850584154 4420431.121838025)	2
1527	2025-07-06T07:15:00.000	POINT (483373.16822203726 4420750.797663476)	3
1527	2025-07-06T07:15:00.000	POINT (483415.5053154079 4420725.761703704)	4
1528	2025-07-06T07:20:00.000	POINT (483834.4909161149 4422719.660534676)	0
1528	2025-07-06T07:20:00.000	POINT (487049.12003384926 4420349.32446721)	1
1528	2025-07-06T07:20:00.000	POINT (485057.5850584154 4420431.121838025)	2
1528	2025-07-06T07:20:00.000	POINT (483373.16822203726 4420750.797663476)	3
1528	2025-07-06T07:20:00.000	POINT (483415.5053154079 4420725.761703704)	4
1529	2025-07-06T07:25:00.000	POINT (484385.3574847706 4421873.041159289)	0
1529	2025-07-06T07:25:00.000	POINT (487049.12003384926 4420349.32446721)	1
1529	2025-07-06T07:25:00.000	POINT (485057.5850584154 4420431.121838025)	2
1529	2025-07-06T07:25:00.000	POINT (483373.16822203726 4420750.797663476)	3
1529	2025-07-06T07:25:00.000	POINT (483415.5053154079 4420725.761703704)	4
1530	2025-07-06T07:30:00.000	POINT (485535.99952546356 4421523.756333128)	0
1530	2025-07-06T07:30:00.000	POINT (487049.12003384926 4420349.32446721)	1
1530	2025-07-06T07:30:00.000	POINT (485057.5850584154 4420431.121838025)	2
