step,agentId,travelStartTime,travelStartPlaceType,travelStartLocationId,travelEndTime,travelEndLocationId,travelEndPlaceType,intendedTravelEndLocationId,intendedTravelEndPlaceType,purpose,checkInTime,checkOutTime,minPeopleAtPlace,maxPeopleAtPlace,moneyBalanceBefore,moneyBalanceAfter,venueGeometry,venueType,eventDetails,participantIds,eventOtherDetails
1890,1,2025-07-07T13:05:00.000,AtWork,9,2025-07-07T13:10:00.000,11,AtRestaurant,11,AtRestaurant,Eating,2025-07-07T13:10:00.000,2025-07-07T13:30:00.000,0,0,10607.593285589714,10602.876981253854,POINT (483834.4909161149 4422719.660534676),Restaurant,0,None,None
1893,0,2025-07-07T13:30:00.000,AtRestaurant,11,2025-07-07T13:35:00.000,9,AtWork,9,AtWork,Coming Back From Restaurant,2025-07-07T13:35:00.000,2025-07-07T13:45:00.000,0,0,10194.49273043956,10211.159397106227,POINT (486971.8556855318 4422510.6889146175),Workplace,0,None,None
1895,0,2025-07-07T13:45:00.000,AtWork,9,2025-07-07T13:50:00.000,3,AtHome,3,AtHome,Work/Home Commute,2025-07-07T13:50:00.000,2025-07-07T13:55:00.000,0,0,10211.159397106227,10211.159397106227,POINT (485547.33905596414 4421526.153604189),Apartment,0,None,None
1896,2,2025-07-07T07:55:00.000,AtHome,1,2025-07-07T08:00:00.000,9,AtWork,9,AtWork,Work/Home Commute,2025-07-07T08:00:00.000,2025-07-07T14:00:00.000,0,0,11026.516472601297,11626.516472601297,POINT (486971.8556855318 4422510.6889146175),Workplace,0,None,None
1903,1,2025-07-07T13:30:00.000,AtRestaurant,11,2025-07-07T13:35:00.000,9,AtWork,9,AtWork,Coming Back From Restaurant,2025-07-07T13:35:00.000,2025-07-07T14:35:00.000,0,0,10602.876981253854,10702.876981253854,POINT (486971.8556855318 4422510.6889146175),Workplace,0,None,None
1905,1,2025-07-07T14:35:00.000,AtWork,9,2025-07-07T14:40:00.000,2,AtHome,2,AtHome,Work/Home Commute,2025-07-07T14:40:00.000,2025-07-07T14:45:00.000,0,0,10702.876981253854,10702.876981253854,POINT (487038.28498915996 4420353.145806744),Apartment,0,None,None
1913,0,2025-07-07T13:55:00.000,AtHome,3,2025-07-07T14:00:00.000,10,AtRecreation,10,AtRecreation,Recreation (Social Gathering),2025-07-07T14:00:00.000,2025-07-07T15:25:00.000,0,0,10211.159397106227,10194.630202007358,POINT (486194.0125563806 4421348.554417097),Pub,0,None,None
1915,0,2025-07-07T15:25:00.000,AtRecreation,10,2025-07-07T15:30:00.000,3,AtHome,3,AtHome,Going Back to Home,2025-07-07T15:30:00.000,2025-07-07T15:35:00.000,0,0,10194.630202007358,10194.630202007358,POINT (485547.33905596414 4421526.153604189),Apartment,0,None,None
1924,1,2025-07-07T14:45:00.000,AtHome,2,2025-07-07T14:50:00.000,10,AtRecreation,10,AtRecreation,Recreation (Social Gathering),2025-07-07T14:50:00.000,2025-07-07T16:20:00.000,0,0,10702.876981253854,10685.375480560933,POINT (486194.0125563806 4421348.554417097),Pub,0,None,None
1926,1,2025-07-07T16:20:00.000,AtRecreation,10,2025-07-07T16:25:00.000,2,AtHome,2,AtHome,Going Back to Home,2025-07-07T16:25:00.000,2025-07-07T16:30:00.000,0,0,10685.375480560933,10685.375480560933,POINT (487038.28498915996 4420353.145806744),Apartment,0,None,None
1926,3,2025-07-07T08:25:00.000,AtRestaurant,11,2025-07-07T08:30:00.000,0,AtHome,0,AtHome,Coming Back From Restaurant,2025-07-07T08:30:00.000,2025-07-07T16:30:00.000,0,0,10543.446703837777,10543.446703837777,POINT (483386.13406596635 4420756.4680047715),Apartment,0,None,None
1931,3,2025-07-07T16:30:00.000,AtHome,0,2025-07-07T16:35:00.000,11,AtRestaurant,11,AtRestaurant,Eating,2025-07-07T16:35:00.000,2025-07-07T16:55:00.000,0,0,10543.446703837777,10538.730399501917,POINT (483834.4909161149 4422719.660534676),Restaurant,0,None,None
1933,0,2025-07-07T15:35:00.000,AtHome,3,2025-07-07T15:40:00.000,10,AtRecreation,10,AtRecreation,Recreation (Social Gathering),2025-07-07T15:40:00.000,2025-07-07T17:05:00.000,0,0,10194.630202007358,10178.10100690849,POINT (486194.0125563806 4421348.554417097),Pub,0,None,None
1935,0,2025-07-07T17:05:00.000,AtRecreation,10,2025-07-07T17:10:00.000,3,AtHome,3,AtHome,Going Back to Home,2025-07-07T17:10:00.000,2025-07-07T17:15:00.000,0,0,10178.10100690849,10178.10100690849,POINT (485547.33905596414 4421526.153604189),Apartment,0,None,None
1946,1,2025-07-07T16:30:00.000,AtHome,2,2025-07-07T16:35:00.000,10,AtRecreation,10,AtRecreation,Recreation (Social Gathering),2025-07-07T16:35:00.000,2025-07-07T18:10:00.000,0,0,10685.375480560933,10666.901674273962,POINT (486194.0125563806 4421348.554417097),Pub,0,None,None
1946,4,2025-07-07T08:25:00.000,AtRestaurant,11,2025-07-07T08:35:00.000,0,AtHome,0,AtHome,Coming Back From Restaurant,2025-07-07T08:35:00.000,2025-07-07T18:10:00.000,0,0,10454.785832979704,10454.785832979704,POINT (483427.58001767774 4420738.353228444),Apartment,0,None,None
1948,1,2025-07-07T18:10:00.000,AtRecreation,10,2025-07-07T18:15:00.000,2,AtHome,2,AtHome,Going Back to Home,2025-07-07T18:15:00.000,2025-07-07T18:20:00.000,0,0,10666.901674273962,10666.901674273962,POINT (487038.28498915996 4420353.145806744),Apartment,0,None,None
1952,4,2025-07-07T18:10:00.000,AtHome,0,2025-07-07T18:20:00.000,11,AtRestaurant,11,AtRestaurant,Eating,2025-07-07T18:20:00.000,2025-07-07T18:40:00.000,0,0,10454.785832979704,10450.069528643844,POINT (483834.4909161149 4422719.660534676),Restaurant,0,None,None
1952,2,2025-07-07T14:00:00.000,AtWork,9,2025-07-07T14:05:00.000,1,AtHome,1,AtHome,Work/Home Commute,2025-07-07T14:05:00.000,2025-07-07T18:40:00.000,0,0,11626.516472601297,11626.516472601297,POINT (485057.58590894594 4420442.765882327),Apartment,0,None,None
1955,1,2025-07-07T18:20:00.000,AtHome,2,2025-07-07T18:25:00.000,10,AtRecreation,10,AtRecreation,Recreation (Social Gathering),2025-07-07T18:25:00.000,2025-07-07T18:55:00.000,0,0,10666.901674273962,10661.067840709655,POINT (486194.0125563806 4421348.554417097),Pub,0,None,None
1957,0,2025-07-07T17:15:00.000,AtHome,3,2025-07-07T17:20:00.000,10,AtRecreation,10,AtRecreation,Recreation (Social Gathering),2025-07-07T17:20:00.000,2025-07-07T19:05:00.000,0,0,10178.10100690849,10157.682589433416,POINT (486194.0125563806 4421348.554417097),Pub,0,None,None
1959,2,2025-07-07T18:40:00.000,AtHome,1,2025-07-07T18:55:00.000,11,AtRestaurant,11,AtRestaurant,Eating,2025-07-07T18:55:00.000,2025-07-07T19:15:00.000,0,0,11626.516472601297,11621.800168265438,POINT (483834.4909161149 4422719.660534676),Restaurant,0,None,None
1959,0,2025-07-07T19:05:00.000,AtRecreation,10,2025-07-07T19:10:00.000,3,AtHome,3,AtHome,Going Back to Home,2025-07-07T19:10:00.000,2025-07-07T19:15:00.000,0,0,10157.682589433416,10157.682589433416,POINT (485547.33905596414 4421526.153604189),Apartment,0,None,None
1960,1,2025-07-07T18:55:00.000,AtRecreation,10,2025-07-07T19:00:00.000,11,AtRestaurant,11,AtRestaurant,Eating,2025-07-07T19:00:00.000,2025-07-07T19:20:00.000,0,0,10661.067840709655,10656.351536373795,POINT (483834.4909161149 4422719.660534676),Restaurant,0,None,None
1965,0,2025-07-07T19:15:00.000,AtHome,3,2025-07-07T19:20:00.000,10,AtRecreation,10,AtRecreation,Recreation (Social Gathering),2025-07-07T19:20:00.000,2025-07-07T19:45:00.000,0,0,10157.682589433416,10152.82106146316,POINT (486194.0125563806 4421348.554417097),Pub,0,None,None
1965,1,2025-07-07T19:20:00.000,AtRestaurant,11,2025-07-07T19:25:00.000,10,AtRecreation,10,AtRecreation,Coming Back From Restaurant,2025-07-07T19:25:00.000,2025-07-07T19:45:00.000,0,0,10656.351536373795,10652.46231399759,POINT (486194.0125563806 4421348.554417097),Pub,0,None,None
1967,1,2025-07-07T19:45:00.000,AtRecreation,10,2025-07-07T19:50:00.000,2,AtHome,2,AtHome,Going Back to Home,2025-07-07T19:50:00.000,2025-07-07T19:55:00.000,0,0,10652.46231399759,10652.46231399759,POINT (487038.28498915996 4420353.145806744),Apartment,0,None,None
1970,0,2025-07-07T19:45:00.000,AtRecreation,10,2025-07-07T19:50:00.000,11,AtRestaurant,11,AtRestaurant,Eating,2025-07-07T19:50:00.000,2025-07-07T20:10:00.000,0,0,10152.82106146316,10148.104757127301,POINT (483834.4909161149 4422719.660534676),Restaurant,0,None,None
1975,0,2025-07-07T20:10:00.000,AtRestaurant,11,2025-07-07T20:15:00.000,10,AtRecreation,10,AtRecreation,Coming Back From Restaurant,2025-07-07T20:15:00.000,2025-07-07T20:35:00.000,0,0,10148.104757127301,10144.215534751096,POINT (486194.0125563806 4421348.554417097),Pub,0,None,None
1977,0,2025-07-07T20:35:00.000,AtRecreation,10,2025-07-07T20:40:00.000,3,AtHome,3,AtHome,Going Back to Home,2025-07-07T20:40:00.000,2025-07-07T20:45:00.000,0,0,10144.215534751096,10144.215534751096,POINT (485547.33905596414 4421526.153604189),Apartment,0,None,None
1991,1,2025-07-07T19:55:00.000,AtHome,2,2025-07-07T20:00:00.000,10,AtRecreation,10,AtRecreation,Recreation (Social Gathering),2025-07-07T20:00:00.000,2025-07-07T21:55:00.000,0,0,10652.46231399759,10630.099285334414,POINT (486194.0125563806 4421348.554417097),Pub,0,None,None
1993,1,2025-07-07T21:55:00.000,AtRecreation,10,2025-07-07T22:00:00.000,2,AtHome,2,AtHome,Going Back to Home,2025-07-07T22:00:00.000,2025-07-07T22:05:00.000,0,0,10630.099285334414,10630.099285334414,POINT (487038.28498915996 4420353.145806744),Apartment,0,None,None
2003,0,2025-07-07T20:45:00.000,AtHome,3,2025-07-07T20:50:00.000,10,AtRecreation,10,AtRecreation,Recreation (Social Gathering),2025-07-07T20:50:00.000,2025-07-07T22:55:00.000,0,0,10144.215534751096,10119.907894899818,POINT (486194.0125563806 4421348.554417097),Pub,0,None,None
2005,0,2025-07-07T22:55:00.000,AtRecreation,10,2025-07-07T23:00:00.000,3,AtHome,3,AtHome,Going Back to Home,2025-07-07T23:00:00.000,2025-07-07T23:05:00.000,0,0,10119.907894899818,10119.907894899818,POINT (485547.33905596414 4421526.153604189),Apartment,0,None,None
2005,1,2025-07-07T22:05:00.000,AtHome,2,2025-07-07T22:10:00.000,10,AtRecreation,10,AtRecreation,Recreation (Social Gathering),2025-07-07T22:10:00.000,2025-07-07T23:05:00.000,0,0,10630.099285334414,10619.403923799851,POINT (486194.0125563806 4421348.554417097),Pub,0,None,None
2012,0,2025-07-07T23:05:00.000,AtHome,3,2025-07-07T23:10:00.000,10,AtRecreation,10,AtRecreation,Recreation (Social Gathering),2025-07-07T23:10:00.000,2025-07-07T23:40:00.000,0,0,10119.907894899818,10114.07406133551,POINT (486194.0125563806 4421348.554417097),Pub,0,None,None
2100,0,2025-07-07T23:40:00.000,AtRecreation,10,2025-07-07T23:45:00.000,3,AtHome,3,AtHome,Going Back to Home,2025-07-07T23:45:00.000,2025-07-08T07:00:00.000,0,0,10114.07406133551,10110.07406133551,POINT (485547.33905596414 4421526.153604189),Apartment,0,None,None
2110,1,2025-07-07T23:05:00.000,AtRecreation,10,2025-07-07T23:10:00.000,2,AtHome,2,AtHome,Going Back to Home,2025-07-07T23:10:00.000,2025-07-08T07:50:00.000,0,0,10619.403923799851,10615.403923799851,POINT (487038.28498915996 4420353.145806744),Apartment,0,None,None
2111,2,2025-07-07T19:15:00.000,AtRestaurant,11,2025-07-07T19:25:00.000,1,AtHome,1,AtHome,Coming Back From Restaurant,2025-07-07T19:25:00.000,2025-07-08T07:55:00.000,0,0,11621.800168265438,11617.800168265438,POINT (485057.58590894594 4420442.765882327),Apartment,0,None,None
2111,4,2025-07-07T18:40:00.000,AtRestaurant,11,2025-07-07T18:50:00.000,0,AtHome,0,AtHome,Coming Back From Restaurant,2025-07-07T18:50:00.000,2025-07-08T07:55:00.000,0,0,10450.069528643844,10450.069528643844,POINT (483427.58001767774 4420738.353228444),Apartment,0,None,None
2112,3,2025-07-07T16:55:00.000,AtRestaurant,11,2025-07-07T17:00:00.000,0,AtHome,0,AtHome,Coming Back From Restaurant,2025-07-07T17:00:00.000,2025-07-08T08:00:00.000,0,0,10538.730399501917,10538.730399501917,POINT (483386.13406596635 4420756.4680047715),Apartment,0,None,None
2117,4,2025-07-08T07:55:00.000,AtHome,0,2025-07-08T08:05:00.000,11,AtRestaurant,11,AtRestaurant,Eating,2025-07-08T08:05:00.000,2025-07-08T08:25:00.000,0,0,10450.069528643844,10445.353224307984,POINT (483834.4909161149 4422719.660534676),Restaurant,0,None,None
2117,3,2025-07-08T08:00:00.000,AtHome,0,2025-07-08T08:05:00.000,11,AtRestaurant,11,AtRestaurant,Eating,2025-07-08T08:05:00.000,2025-07-08T08:25:00.000,0,0,10538.730399501917,10534.014095166058,POINT (483834.4909161149 4422719.660534676),Restaurant,0,None,None
2173,1,2025-07-08T07:50:00.000,AtHome,2,2025-07-08T07:55:00.000,9,AtWork,9,AtWork,Work/Home Commute,2025-07-08T07:55:00.000,2025-07-08T13:05:00.000,0,0,10615.403923799851,11132.070590466517,POINT (486971.8556855318 4422510.6889146175),Workplace,0,None,None
2173,0,2025-07-08T07:00:00.000,AtHome,3,2025-07-08T07:05:00.000,9,AtWork,9,AtWork,Work/Home Commute,2025-07-08T07:05:00.000,2025-07-08T13:05:00.000,0,0,10110.07406133551,10710.07406133551,POINT (486971.8556855318 4422510.6889146175),Workplace,0,None,None
2178,1,2025-07-08T13:05:00.000,AtWork,9,2025-07-08T13:10:00.000,11,AtRestaurant,11,AtRestaurant,Eating,2025-07-08T13:10:00.000,2025-07-08T13:30:00.000,0,0,11132.070590466517,11127.354286130658,POINT (483834.4909161149 4422719.660534676),Restaurant,0,None,None
2178,0,2025-07-08T13:05:00.000,AtWork,9,2025-07-08T13:10:00.000,11,AtRestaurant,11,AtRestaurant,Eating,2025-07-08T13:10:00.000,2025-07-08T13:30:00.000,0,0,10710.07406133551,10705.35775699965,POINT (483834.4909161149 4422719.660534676),Restaurant,0,None,None
2181,0,2025-07-08T13:30:00.000,AtRestaurant,11,2025-07-08T13:35:00.000,9,AtWork,9,AtWork,Coming Back From Restaurant,2025-07-08T13:35:00.000,2025-07-08T13:45:00.000,0,0,10705.35775699965,10722.024423666317,POINT (486971.8556855318 4422510.6889146175),Workplace,0,None,None
2183,0,2025-07-08T13:45:00.000,AtWork,9,2025-07-08T13:50:00.000,3,AtHome,3,AtHome,Work/Home Commute,2025-07-08T13:50:00.000,2025-07-08T13:55:00.000,0,0,10722.024423666317,10722.024423666317,POINT (485547.33905596414 4421526.153604189),Apartment,0,None,None
2184,2,2025-07-08T07:55:00.000,AtHome,1,2025-07-08T08:00:00.000,9,AtWork,9,AtWork,Work/Home Commute,2025-07-08T08:00:00.000,2025-07-08T14:00:00.000,0,0,11617.800168265438,12217.800168265438,POINT (486971.8556855318 4422510.6889146175),Workplace,0,None,None
2191,1,2025-07-08T13:30:00.000,AtRestaurant,11,2025-07-08T13:35:00.000,9,AtWork,9,AtWork,Coming Back From Restaurant,2025-07-08T13:35:00.000,2025-07-08T14:35:00.000,0,0,11127.354286130658,11227.354286130658,POINT (486971.8556855318 4422510.6889146175),Workplace,0,None,None
2193,1,2025-07-08T14:35:00.000,AtWork,9,2025-07-08T14:40:00.000,2,AtHome,2,AtHome,Work/Home Commute,2025-07-08T14:40:00.000,2025-07-08T14:45:00.000,0,0,11227.354286130658,11227.354286130658,POINT (487038.28498915996 4420353.145806744),Apartment,0,None,None
2208,0,2025-07-08T13:55:00.000,AtHome,3,2025-07-08T14:00:00.000,10,AtRecreation,10,AtRecreation,Recreation (Social Gathering),2025-07-08T14:00:00.000,2025-07-08T16:00:00.000,0,0,10722.024423666317,10698.68908940909,POINT (486194.0125563806 4421348.554417097),Pub,0,None,None
2210,0,2025-07-08T16:00:00.000,AtRecreation,10,2025-07-08T16:05:00.000,3,AtHome,3,AtHome,Going Back to Home,2025-07-08T16:05:00.000,2025-07-08T16:10:00.000,0,0,10698.68908940909,10698.68908940909,POINT (485547.33905596414 4421526.153604189),Apartment,0,None,None
2211,1,2025-07-08T14:45:00.000,AtHome,2,2025-07-08T14:50:00.000,10,AtRecreation,10,AtRecreation,Recreation (Social Gathering),2025-07-08T14:50:00.000,2025-07-08T16:15:00.000,0,0,11227.354286130658,11210.82509103179,POINT (486194.0125563806 4421348.554417097),Pub,0,None,None
2213,1,2025-07-08T16:15:00.000,AtRecreation,10,2025-07-08T16:20:00.000,2,AtHome,2,AtHome,Going Back to Home,2025-07-08T16:20:00.000,2025-07-08T16:25:00.000,0,0,11210.82509103179,11210.82509103179,POINT (487038.28498915996 4420353.145806744),Apartment,0,None,None
2214,3,2025-07-08T08:25:00.000,AtRestaurant,11,2025-07-08T08:30:00.000,0,AtHome,0,AtHome,Coming Back From Restaurant,2025-07-08T08:30:00.000,2025-07-08T16:30:00.000,0,0,10534.014095166058,10534.014095166058,POINT (483386.13406596635 4420756.4680047715),Apartment,0,None,None
2219,3,2025-07-08T16:30:00.000,AtHome,0,2025-07-08T16:35:00.000,11,AtRestaurant,11,AtRestaurant,Eating,2025-07-08T16:35:00.000,2025-07-08T16:55:00.000,0,0,10534.014095166058,10529.297790830198,POINT (483834.4909161149 4422719.660534676),Restaurant,0,None,None
2233,0,2025-07-08T16:10:00.000,AtHome,3,2025-07-08T16:15:00.000,10,AtRecreation,10,AtRecreation,Recreation (Social Gathering),2025-07-08T16:15:00.000,2025-07-08T18:05:00.000,0,0,10698.68908940909,10677.298366339965,POINT (486194.0125563806 4421348.554417097),Pub,0,None,None
2234,4,2025-07-08T08:25:00.000,AtRestaurant,11,2025-07-08T08:35:00.000,0,AtHome,0,AtHome,Coming Back From Restaurant,2025-07-08T08:35:00.000,2025-07-08T18:10:00.000,0,0,10445.353224307984,10445.353224307984,POINT (483427.58001767774 4420738.353228444),Apartment,0,None,None
2235,0,2025-07-08T18:05:00.000,AtRecreation,10,2025-07-08T18:10:00.000,3,AtHome,3,AtHome,Going Back to Home,2025-07-08T18:10:00.000,2025-07-08T18:15:00.000,0,0,10677.298366339965,10677.298366339965,POINT (485547.33905596414 4421526.153604189),Apartment,0,None,None
2240,4,2025-07-08T18:10:00.000,AtHome,0,2025-07-08T18:20:00.000,11,AtRestaurant,11,AtRestaurant,Eating,2025-07-08T18:20:00.000,2025-07-08T18:40:00.000,0,0,10445.353224307984,10440.636919972125,POINT (483834.4909161149 4422719.660534676),Restaurant,0,None,None
2243,1,2025-07-08T16:25:00.000,AtHome,2,2025-07-08T16:30:00.000,10,AtRecreation,10,AtRecreation,Recreation (Social Gathering),2025-07-08T16:30:00.000,2025-07-08T18:55:00.000,0,0,11210.82509103179,11182.628228804306,POINT (486194.0125563806 4421348.554417097),Pub,0,None,None
2248,1,2025-07-08T18:55:00.000,AtRecreation,10,2025-07-08T19:00:00.000,11,AtRestaurant,11,AtRestaurant,Eating,2025-07-08T19:00:00.000,2025-07-08T19:20:00.000,0,0,11182.628228804306,11177.911924468446,POINT (483834.4909161149 4422719.660534676),Restaurant,0,None,None
2253,1,2025-07-08T19:20:00.000,AtRestaurant,11,2025-07-08T19:25:00.000,10,AtRecreation,10,AtRecreation,Coming Back From Restaurant,2025-07-08T19:25:00.000,2025-07-08T19:45:00.000,0,0,11177.911924468446,11174.022702092241,POINT (486194.0125563806 4421348.554417097),Pub,0,None,None
2253,0,2025-07-08T18:15:00.000,AtHome,3,2025-07-08T18:20:00.000,10,AtRecreation,10,AtRecreation,Recreation (Social Gathering),2025-07-08T18:20:00.000,2025-07-08T19:45:00.000,0,0,10677.298366339965,10660.769171241096,POINT (486194.0125563806 4421348.554417097),Pub,0,None,None
2255,1,2025-07-08T19:45:00.000,AtRecreation,10,2025-07-08T19:50:00.000,2,AtHome,2,AtHome,Going Back to Home,2025-07-08T19:50:00.000,2025-07-08T19:55:00.000,0,0,11174.022702092241,11174.022702092241,POINT (487038.28498915996 4420353.145806744),Apartment,0,None,None
2258,0,2025-07-08T19:45:00.000,AtRecreation,10,2025-07-08T19:50:00.000,11,AtRestaurant,11,AtRestaurant,Eating,2025-07-08T19:50:00.000,2025-07-08T20:10:00.000,0,0,10660.769171241096,10656.052866905236,POINT (483834.4909161149 4422719.660534676),Restaurant,0,None,None
2263,0,2025-07-08T20:10:00.000,AtRestaurant,11,2025-07-08T20:15:00.000,10,AtRecreation,10,AtRecreation,Coming Back From Restaurant,2025-07-08T20:15:00.000,2025-07-08T20:35:00.000,0,0,10656.052866905236,10652.163644529031,POINT (486194.0125563806 4421348.554417097),Pub,0,None,None
2265,0,2025-07-08T20:35:00.000,AtRecreation,10,2025-07-08T20:40:00.000,3,AtHome,3,AtHome,Going Back to Home,2025-07-08T20:40:00.000,2025-07-08T20:45:00.000,0,0,10652.163644529031,10652.163644529031,POINT (485547.33905596414 4421526.153604189),Apartment,0,None,None
2274,1,2025-07-08T19:55:00.000,AtHome,2,2025-07-08T20:00:00.000,10,AtRecreation,10,AtRecreation,Recreation (Social Gathering),2025-07-08T20:00:00.000,2025-07-08T21:30:00.000,0,0,11174.022702092241,11156.52120139932,POINT (486194.0125563806 4421348.554417097),Pub,0,None,None
2276,1,2025-07-08T21:30:00.000,AtRecreation,10,2025-07-08T21:35:00.000,2,AtHome,2,AtHome,Going Back to Home,2025-07-08T21:35:00.000,2025-07-08T21:40:00.000,0,0,11156.52120139932,11156.52120139932,POINT (487038.28498915996 4420353.145806744),Apartment,0,None,None
2293,1,2025-07-08T21:40:00.000,AtHome,2,2025-07-08T21:45:00.000,10,AtRecreation,10,AtRecreation,Recreation (Social Gathering),2025-07-08T21:45:00.000,2025-07-08T23:05:00.000,0,0,11156.52120139932,11140.964311894502,POINT (486194.0125563806 4421348.554417097),Pub,0,None,None
2296,0,2025-07-08T20:45:00.000,AtHome,3,2025-07-08T20:50:00.000,10,AtRecreation,10,AtRecreation,Recreation (Social Gathering),2025-07-08T20:50:00.000,2025-07-08T23:20:00.000,0,0,10652.163644529031,10622.994476707498,POINT (486194.0125563806 4421348.554417097),Pub,0,None,None
2298,0,2025-07-08T23:20:00.000,AtRecreation,10,2025-07-08T23:25:00.000,3,AtHome,3,AtHome,Going Back to Home,2025-07-08T23:25:00.000,2025-07-08T23:30:00.000,0,0,10622.994476707498,10622.994476707498,POINT (485547.33905596414 4421526.153604189),Apartment,0,None,None
2300,0,2025-07-08T23:30:00.000,AtHome,3,2025-07-08T23:35:00.000,10,AtRecreation,10,AtRecreation,Recreation (Social Gathering),2025-07-08T23:35:00.000,2025-07-08T23:40:00.000,0,0,10622.994476707498,10622.022171113447,POINT (486194.0125563806 4421348.554417097),Pub,0,None,None
2388,0,2025-07-08T23:40:00.000,AtRecreation,10,2025-07-08T23:45:00.000,3,AtHome,3,AtHome,Going Back to Home,2025-07-08T23:45:00.000,2025-07-09T07:00:00.000,0,0,10622.022171113447,10618.022171113447,POINT (485547.33905596414 4421526.153604189),Apartment,0,None,None
2398,1,2025-07-08T23:05:00.000,AtRecreation,10,2025-07-08T23:10:00.000,2,AtHome,2,AtHome,Going Back to Home,2025-07-08T23:10:00.000,2025-07-09T07:50:00.000,0,0,11140.964311894502,11136.964311894502,POINT (487038.28498915996 4420353.145806744),Apartment,0,None,None
2399,2,2025-07-08T14:00:00.000,AtWork,9,2025-07-08T14:05:00.000,1,AtHome,1,AtHome,Work/Home Commute,2025-07-08T14:05:00.000,2025-07-09T07:55:00.000,0,0,12217.800168265438,12209.800168265438,POINT (485057.58590894594 4420442.765882327),Apartment,0,None,None
2399,4,2025-07-08T18:40:00.000,AtRestaurant,11,2025-07-08T18:50:00.000,0,AtHome,0,AtHome,Coming Back From Restaurant,2025-07-08T18:50:00.000,2025-07-09T07:55:00.000,0,0,10440.636919972125,10440.636919972125,POINT (483427.58001767774 4420738.353228444),Apartment,0,None,None
2400,3,2025-07-08T16:55:00.000,AtRestaurant,11,2025-07-08T17:00:00.000,0,AtHome,0,AtHome,Coming Back From Restaurant,2025-07-08T17:00:00.000,2025-07-09T08:00:00.000,0,0,10529.297790830198,10529.297790830198,POINT (483386.13406596635 4420756.4680047715),Apartment,0,None,None
2405,4,2025-07-09T07:55:00.000,AtHome,0,2025-07-09T08:05:00.000,11,AtRestaurant,11,AtRestaurant,Eating,2025-07-09T08:05:00.000,2025-07-09T08:25:00.000,0,0,10440.636919972125,10435.920615636265,POINT (483834.4909161149 4422719.660534676),Restaurant,0,None,None
2405,3,2025-07-09T08:00:00.000,AtHome,0,2025-07-09T08:05:00.000,11,AtRestaurant,11,AtRestaurant,Eating,2025-07-09T08:05:00.000,2025-07-09T08:25:00.000,0,0,10529.297790830198,10524.581486494339,POINT (483834.4909161149 4422719.660534676),Restaurant,0,None,None
2461,0,2025-07-09T07:00:00.000,AtHome,3,2025-07-09T07:05:00.000,9,AtWork,9,AtWork,Work/Home Commute,2025-07-09T07:05:00.000,2025-07-09T13:05:00.000,0,0,10618.022171113447,11218.022171113447,POINT (486971.8556855318 4422510.6889146175),Workplace,0,None,None
2461,1,2025-07-09T07:50:00.000,AtHome,2,2025-07-09T07:55:00.000,9,AtWork,9,AtWork,Work/Home Commute,2025-07-09T07:55:00.000,2025-07-09T13:05:00.000,0,0,11136.964311894502,11653.630978561168,POINT (486971.8556855318 4422510.6889146175),Workplace,0,None,None
2466,0,2025-07-09T13:05:00.000,AtWork,9,2025-07-09T13:10:00.000,11,AtRestaurant,11,AtRestaurant,Eating,2025-07-09T13:10:00.000,2025-07-09T13:30:00.000,0,0,11218.022171113447,11213.305866777588,POINT (483834.4909161149 4422719.660534676),Restaurant,0,None,None
2466,1,2025-07-09T13:05:00.000,AtWork,9,2025-07-09T13:10:00.000,11,AtRestaurant,11,AtRestaurant,Eating,2025-07-09T13:10:00.000,2025-07-09T13:30:00.000,0,0,11653.630978561168,11648.914674225309,POINT (483834.4909161149 4422719.660534676),Restaurant,0,None,None
2469,0,2025-07-09T13:30:00.000,AtRestaurant,11,2025-07-09T13:35:00.000,9,AtWork,9,AtWork,Coming Back From Restaurant,2025-07-09T13:35:00.000,2025-07-09T13:45:00.000,0,0,11213.305866777588,11229.972533444254,POINT (486971.8556855318 4422510.6889146175),Workplace,0,None,None
2471,0,2025-07-09T13:45:00.000,AtWork,9,2025-07-09T13:50:00.000,3,AtHome,3,AtHome,Work/Home Commute,2025-07-09T13:50:00.000,2025-07-09T13:55:00.000,0,0,11229.972533444254,11229.972533444254,POINT (485547.33905596414 4421526.153604189),Apartment,0,None,None
2472,2,2025-07-09T07:55:00.000,AtHome,1,2025-07-09T08:00:00.000,9,AtWork,9,AtWork,Work/Home Commute,2025-07-09T08:00:00.000,2025-07-09T14:00:00.000,0,0,12209.800168265438,12809.800168265438,POINT (486971.8556855318 4422510.6889146175),Workplace,0,None,None
2479,1,2025-07-09T13:30:00.000,AtRestaurant,11,2025-07-09T13:35:00.000,9,AtWork,9,AtWork,Coming Back From Restaurant,2025-07-09T13:35:00.000,2025-07-09T14:35:00.000,0,0,11648.914674225309,11748.914674225309,POINT (486971.8556855318 4422510.6889146175),Workplace,0,None,None
2481,1,2025-07-09T14:35:00.000,AtWork,9,2025-07-09T14:40:00.000,2,AtHome,2,AtHome,Work/Home Commute,2025-07-09T14:40:00.000,2025-07-09T14:45:00.000,0,0,11748.914674225309,11748.914674225309,POINT (487038.28498915996 4420353.145806744),Apartment,0,None,None
