id	location	buildingType	attractivenessPercentile	attractiveness	totalPersonCapacity	totalRoomCapacity	units	neighborhoodId	blockId	blockGroupId	censusTractId	
15	LINESTRING (483505.25627263373 4422531.800818661, 483503.3506375922 4422519.596049569, 483500.83913556975 4422503.729924747, 483498.8478274315 4422491.414352772, 483484.2459831609 4422493.665779834, 483432.9265302477 4422501.7684381595, 483435.43817438104 4422517.634540989, 483414.2615727121 4422521.01029468, 483413.2220552079 4422514.35316009, 483363.7812990923 4422522.119227072, 483369.8436771412 4422560.175550955, 483420.0527157734 4422552.2968602, 483417.80141131976 4422538.317024198, 483437.35573757475 4422535.277775194, 483438.48137328855 4422542.267695878, 483505.25627263373 4422531.800818661)	Residental	1.0	0.9495710487473781	0	0	[]	0	0	0	0	
16	LINESTRING (483310.9948244636 4422328.224219443, 483316.37376382307 4422366.060008155, 483318.4236115532 4422365.944531498, 483321.7123341118 4422385.471561985, 483320.6023569524 4422385.695970846, 483321.469188809 4422391.465550407, 483320.53005284426 4422391.689585436, 483320.19031538756 4422392.578248398, 483319.16770274163 4422393.690385751, 483317.37606636214 4422394.693216537, 483315.8389900707 4422394.918560964, 483314.1303446772 4422394.811311506, 483312.4204841885 4422394.149115422, 483310.88049154676 4422393.042588023, 483310.1124394007 4422393.377239656, 483309.6744015028 4422388.383651856, 483308.30792147043 4422388.497634284, 483306.1765493559 4422390.389131201, 483303.0164893024 4422390.618033205, 483200.59358961775 4422350.220783174, 483199.05381644994 4422349.225267763, 483198.5376226674 4422347.561556615, 483198.9613007323 4422346.006763587, 483200.15474374435 4422344.894233588, 483310.9948244636 4422328.224219443)	Commercial	1.0	0.6625268730669205	0	0	[]	0	0	0	0	
17	LINESTRING (483574.4729609429 4422346.298159321, 483603.0781359656 4422341.242021255, 483602.9049067889 4422340.132494901, 483602.731677564 4422339.022968552, 483604.0979318388 4422338.798049571, 483606.2329728666 4422338.571477218, 483606.0599828218 4422337.572940185, 483605.1933607412 4422331.803329388, 483601.6066415725 4422332.255004969, 483599.5285997688 4422319.273657814, 483609.17734913464 4422317.477063733, 483608.571048113 4422313.593721178, 483610.27875254827 4422313.257079134, 483609.06805984594 4422306.378309035, 483608.02796866564 4422299.388182391, 483600.08690341306 4422300.848133495, 483597.1486663786 4422285.093891124, 483594.5867428113 4422285.432374626, 483593.895488344 4422281.77119602, 483592.5292241271 4422281.996116779, 483560.165295145 4422287.060399191, 483565.1857846272 4422317.6827842295, 483569.94710169354 4422346.9738536365, 483574.4729609429 4422346.298159321)	Residental	1.0	0.01357163633557068	0	0	[]	0	0	0	0	
18	LINESTRING (483633.6648486577 4422383.796404272, 483690.28088816477 4422375.461788555, 483687.9408088756 4422359.7062305035, 483667.8731744589 4422362.634942909, 483666.8329067008 4422355.533818424, 483671.78587193537 4422354.857266644, 483669.6192056812 4422340.3222318655, 483643.4888017844 4422344.262909652, 483645.74308073317 4422359.796658475, 483650.01267731417 4422359.12155887, 483650.87950056634 4422365.002164287, 483631.3244163121 4422367.929873658, 483633.6648486577 4422383.796404272)	Residental	1.0	0.622846094339265	0	0	[]	0	0	0	0	
19	LINESTRING (483110.01164339215 4422064.2889679605, 483116.5462574575 4422044.851260474, 483166.21464265167 4422061.500882855, 483159.67991675757 4422080.938547914, 483110.01164339215 4422064.2889679605)	Commercial	1.0	0.6736596241011977	0	0	[]	0	0	0	0	
20	LINESTRING (483343.08686705696 4422589.757313204, 483347.53344998177 4422591.967395377, 483348.22794843547 4422597.071416361, 483344.65010082984 4422601.518833224, 483346.10681166255 4422603.624459255, 483354.2398384673 4422651.110398958, 483348.3475034124 4422651.789210985, 483348.35405108385 4422654.7859260375, 483299.25666906487 4422662.88463816, 483298.5684674847 4422660.666346683, 483295.6659875573 4422661.4496378545, 483294.88920493564 4422657.788671112, 483296.33497204236 4422654.899762672, 483294.09636403393 4422646.802400986, 483288.2799562068 4422643.152483821, 483282.3815339439 4422641.056610699, 483272.1346173928 4422642.521964937, 483264.198847265 4422646.202057012, 483261.30514113687 4422650.980981334, 483258.92857421713 4422657.867580494, 483259.707080712 4422662.305469772, 483262.61126297887 4422662.2990910355, 483263.2250264239 4422669.512092135, 483221.4714859091 4422676.596272086, 483218.22393035144 4422675.826492711, 483216.1709897436 4422674.499133762, 483214.71425627853 4422672.393532265, 483212.1155611901 4422655.972738003, 483234.74257304595 4422652.038278707, 483231.6279911179 4422634.064753643, 483211.2190902564 4422636.773445305, 483210.5230363264 4422631.00349955, 483207.6188420701 4422631.009898098, 483206.05222289136 4422617.805542258, 483208.2730811716 4422617.800648706, 483207.5802025789 4422613.473566115, 483219.9608779377 4422611.226497098, 483219.9672316337 4422614.112222567, 483247.8875862808 4422608.945260638, 483247.8812431672 4422606.059535202, 483259.57859987044 4422603.81403273, 483261.8075063586 4422607.471806287, 483278.62993076607 4422605.215078741, 483277.9402569244 4422602.330852659, 483290.3209705441 4422600.083898105, 483291.097761035 4422603.744864078, 483297.6717680253 4422602.287584251, 483335.75208809914 4422594.878886065, 483338.7337066746 4422591.209698258, 483343.08686705696 4422589.757313204)	Residental	1.0	0.971945002324275	0	0	[]	0	0	0	0	
21	LINESTRING (483246.556572133 4422547.45974245, 483247.4253943606 4422554.117230606, 483248.6405232444 4422562.882767137, 483233.1395764884 4422583.449998203, 483216.48966384516 4422586.483375814, 483199.4129192249 4422589.628720777, 483197.0713974623 4422573.651326417, 483199.116294234 4422571.316028767, 483198.5954662066 4422567.543517843, 483197.9877513116 4422563.105258693, 483195.4198201452 4422560.669141038, 483190.3162498522 4422531.712013713, 483193.7932031605 4422520.27237922, 483209.24763386004 4422517.352576706, 483218.1465807702 4422524.325344267, 483221.81029885105 4422520.09965924, 483235.81555114617 4422518.51498064, 483237.3609000256 4422522.063260393, 483231.1431619132 4422530.179205675, 483227.72788313683 4422530.852660666, 483227.9882911826 4422532.738916991, 483231.14658076497 4422531.73305765, 483233.87899898813 4422531.283086299, 483239.3538438459 4422534.933713048, 483240.7222491589 4422535.707633565, 483241.4131632155 4422539.146803183, 483238.9435933456 4422542.592922845, 483242.6261049369 4422546.913433714, 483246.556572133 4422547.45974245)	Residental	1.0	0.8781934748389005	0	0	[]	0	0	0	0	
22	LINESTRING (483256.95876591036 4422577.737144271, 483264.21613371716 4422576.278334494, 483264.6495608718 4422579.16312194, 483285.56895217544 4422575.454545223, 483285.3063690065 4422572.569381955, 483292.47881550423 4422571.332765337, 483290.8166935331 4422553.467024899, 483301.3182862058 4422551.22420889, 483294.98835527245 4422508.173976623, 483283.2039619331 4422509.7536747465, 483287.7097502391 4422538.93415221, 483279.59815752826 4422540.3948133495, 483278.90531275905 4422536.0677249, 483254.6542510262 4422539.672648657, 483251.0781379944 4422544.897035139, 483251.3373202492 4422546.228345135, 483256.95876591036 4422577.737144271)	Commercial	1.0	0.5096243765467567	0	0	[]	0	0	0	0	
23	LINESTRING (483318.95333861245 4422568.943984001, 483328.6876109623 4422567.368824864, 483334.7501179685 4422566.356656063, 483349.52237412665 4422563.993579098, 483345.2779432655 4422537.032293265, 483329.65169382235 4422539.508235956, 483324.52828377014 4422540.296373944, 483314.3671282568 4422541.983462684, 483318.95333861245 4422568.943984001)	Commercial	1.0	0.05571469075747604	0	0	[]	0	0	0	0	
24	LINESTRING (483360.5067951826 4422509.029561196, 483383.39033279376 4422504.9839968365, 483381.48836823745 4422494.555088799, 483369.44864839787 4422496.579169861, 483369.7082959004 4422498.132462565, 483358.9496264998 4422500.042775125, 483360.5067951826 4422509.029561196)	Residental	1.0	0.451159220028871	0	0	[]	0	0	0	0	
25	LINESTRING (483187.01672230323 4422507.412489403, 483198.9712038754 4422505.499297634, 483195.16138079675 4422482.19980543, 483183.20710845717 4422484.223992412, 483187.01672230323 4422507.412489403)	Residental	1.0	0.01998765825014992	0	0	[]	0	0	0	0	
26	LINESTRING (483204.0207019755 4422509.927766447, 483217.25573335646 4422507.678811521, 483212.7574804697 4422482.05003762, 483199.6080695942 4422484.409801258, 483204.0207019755 4422509.927766447)	Residental	1.0	0.44171092335592144	0	0	[]	0	0	0	0	
27	LINESTRING (483229.6392700426 4422506.652642787, 483219.05050692917 4422508.118819397, 483215.233413588 4422481.489634694, 483225.8219687524 4422479.912463536, 483229.6392700426 4422506.652642787)	Residental	1.0	0.9795867222576821	0	0	[]	0	0	0	0	
28	LINESTRING (483244.2202758639 4422494.966626768, 483254.5520732915 4422493.168079998, 483251.6102656921 4422476.082091146, 483241.6198784712 4422477.768901071, 483242.13873866707 4422480.653499015, 483238.9794500986 4422481.21539598, 483240.8840536236 4422492.75416305, 483243.7873244585 4422492.303819665, 483244.2202758639 4422494.966626768)	Residental	1.0	0.3594444587251573	0	0	[]	0	0	0	0	
29	LINESTRING (485352.85272882506 4423324.156457625, 485356.0972285015 4423323.595271545, 485368.99003538006 4423321.461694607, 485427.905087765 4423312.136627338, 485435.7604529668 4423310.900718797, 485443.7864282422 4423309.553502492, 485433.6752983883 4423247.751432174, 485425.8200806357 4423249.098332091, 485417.8794551617 4423250.445403571, 485415.48859954777 4423250.782949266, 485415.66111998516 4423251.670538494, 485359.821026337 4423261.322758458, 485359.6478598322 4423260.102201883, 485356.57415353396 4423260.663058032, 485348.46251794184 4423261.899540705, 485342.48592949397 4423263.02093468, 485352.85272882506 4423324.156457625)	Residental	1.0	0.4808935242701726	0	0	[]	0	0	0	0	
30	LINESTRING (483378.5980044826 4422618.426183981, 483395.3338111628 4422615.614953131, 483391.698863406 4422593.868840622, 483394.51668639004 4422593.418740636, 483392.8722215266 4422583.544217271, 483373.23310269695 4422586.805746294, 483378.5980044826 4422618.426183981)	Residental	1.0	0.6886611777243491	0	0	[]	0	0	0	0	
31	LINESTRING (483432.9045457967 4422609.539730191, 483456.81259064405 4422605.381167275, 483455.86191223527 4422600.27769283, 483461.83899155963 4422599.265810472, 483458.1195309204 4422577.852821053, 483452.91095676884 4422578.752047655, 483452.0459316593 4422573.759377853, 483427.53986354906 4422577.919255391, 483428.3185209214 4422582.468150492, 483423.19537134055 4422583.367211695, 483426.9163757683 4422605.446121169, 483432.0395109137 4422604.547062392, 483432.9045457967 4422609.539730191)	Residental	1.0	0.8804758848885147	0	0	[]	0	0	0	0	
32	LINESTRING (483412.2282448316 4422646.433373932, 483474.5604901371 4422635.975892069, 483470.05884263007 4422608.349154241, 483407.7261354332 4422618.695682355, 483412.2282448316 4422646.433373932)	Commercial	1.0	0.9182354668400808	0	0	[]	0	0	0	0	
33	LINESTRING (483614.6810684578 4422612.698426108, 483622.10978199245 4422611.461568747, 483622.54259464843 4422614.1243974045, 483638.5102153428 4422611.537331812, 483638.07645499625 4422608.430544537, 483645.505414548 4422607.304699447, 483643.51484260027 4422595.21106735, 483627.46176818013 4422597.798305783, 483612.6040764824 4422600.16102775, 483614.6810684578 4422612.698426108)	Commercial	1.0	0.21682214278686218	0	0	[]	0	0	0	0	
34	LINESTRING (483965.53716137924 4422390.083353728, 484040.16927370033 4422377.939802137, 484034.63193111145 4422344.321467475, 483996.7177409871 4422350.394433585, 483985.2082500474 4422279.718061471, 483949.0017352869 4422285.565695285, 483949.9530557356 4422291.11318535, 483965.53716137924 4422390.083353728)	Residental	1.0	0.5651888633758045	0	0	[]	0	0	0	0	
35	LINESTRING (484336.89986684674 4422949.69916384, 484343.906182235 4422992.415899493, 484431.25596011797 4422978.474182302, 484432.0326181767 4422982.357243906, 484432.37812680425 4422984.243367245, 484437.4161619414 4422983.567136869, 484440.57555437926 4422983.116725404, 484447.4913287594 4422981.770728161, 484529.03350900544 4422967.9529785905, 484528.60103255184 4422965.290098, 484521.50806089106 4422921.463475993, 484520.72896251787 4422916.359521509, 484513.721767798 4422872.754715271, 484519.52816531813 4422871.85499843, 484524.56628227676 4422871.178826028, 484535.4957654599 4422869.380799961, 484532.2094541557 4422849.409283305, 484528.316656812 4422825.221382975, 484517.55749135785 4422826.797093044, 484512.6904016558 4422827.583912237, 484505.60296850494 4422828.597228495, 484497.12593168754 4422776.3382180575, 484453.57836165925 4422783.530285634, 484402.0901706727 4422792.181720034, 484409.7968368277 4422843.332305857, 484406.21076710126 4422844.005582653, 484399.5511197339 4422845.351092153, 484388.7077302819 4422847.4821065385, 484392.5991417031 4422870.782021873, 484396.3172009635 4422892.86140554, 484407.67415046855 4422891.284300401, 484413.9075943835 4422890.383629158, 484417.40845533664 4422889.821520005, 484424.3362171033 4422936.090162516, 484336.89986684674 4422949.69916384)	Commercial	1.0	0.8651025632826908	0	0	[]	0	0	0	0	
36	LINESTRING (483138.1266273082 4422686.769320844, 483143.9327641153 4422685.757566661, 483143.937428349 4422687.866366305, 483155.1282614058 4422688.396572668, 483160.59273176815 4422687.385586386, 483166.4015677427 4422687.594733327, 483196.37211263966 4422682.64503216, 483185.2942704357 4422617.185372779, 483155.6644091402 4422621.801392721, 483157.2284167354 4422633.784854653, 483152.6180826965 4422634.793954845, 483151.8395110964 4422630.356076493, 483146.54559042375 4422631.255701604, 483146.2851653862 4422629.369447722, 483134.239578705 4422628.619165494, 483134.93372572644 4422633.501188874, 483129.3840482327 4422634.623371892, 483138.1266273082 4422686.769320844)	Residental	1.0	0.5089689571149356	0	0	[]	0	0	0	0	
37	LINESTRING (487141.7802765158 4422119.463718769, 487136.8604023973 4422089.393831941, 487133.27374262357 4422090.06582313, 487131.4774149402 4422088.62599049, 487126.43874446116 4422089.411426004, 487124.9889833518 4422090.856739725, 487121.14586755686 4422091.418180191, 487126.0667397388 4422122.043003666, 487141.7802765158 4422119.463718769)	Residental	1.0	0.9167229547193722	0	0	[]	0	0	0	0	
38	LINESTRING (487243.11321206216 4422080.891045901, 487246.90750061086 4422102.194702656, 487230.1695582666 4422105.219445069, 487226.4608338417 4422084.026642588, 487231.0724004581 4422083.241988717, 487233.4592391633 4422080.241271162, 487236.9608603517 4422079.7914487915, 487239.7828096527 4422081.562558045, 487243.11321206216 4422080.891045901)	Residental	1.0	0.921157607077755	0	0	[]	0	0	0	0	
39	LINESTRING (487210.1505669096 4422545.548977633, 487208.69882817485 4422545.77339342, 487207.3161134689 4422536.23060053, 487211.2444293901 4422535.669059266, 487217.6655168193 4422544.426473056, 487240.01117284066 4422575.133173801, 487251.05459995853 4422589.765332432, 487257.2028268579 4422588.64515302, 487282.0520059634 4422584.164057399, 487285.63863097667 4422583.603124567, 487301.2649253811 4422580.469360036, 487295.82963100093 4422599.346667001, 487306.0921327355 4422658.043120012, 487308.66351606004 4422663.366343486, 487309.9538266939 4422668.8026906205, 487310.1333466262 4422674.018908103, 487309.6269443985 4422677.682411821, 487311.70706875774 4422695.770271585, 487308.2060961687 4422696.442039524, 487246.80956417904 4422707.310538269, 487252.75734464626 4422688.543324852, 487256.0737483991 4422679.65860109, 487255.21178469824 4422674.998474495, 487255.11987144203 4422671.113988205, 487255.4555996547 4422667.561755925, 487256.89933635877 4422662.564804644, 487259.1979877244 4422658.010383241, 487263.45993674226 4422652.675753228, 487243.7673722273 4422624.850272492, 487242.48648248595 4422625.074395964, 487223.10249662783 4422628.547549708, 487217.0674315174 4422595.260758168, 487218.7752281906 4422594.924924786, 487210.1505669096 4422545.548977633)	Residental	1.0	0.08311249210381799	0	0	[]	0	0	0	0	
40	LINESTRING (487168.3238397781 4422156.489523775, 487158.24059852964 4422154.508691687, 487157.1345916692 4422157.174306264, 487152.54440379096 4422170.611787217, 487149.98041855206 4422169.839181873, 487146.9891329724 4422168.956308278, 487146.8203466479 4422170.177478866, 487146.9936247153 4422171.620051912, 487147.4231701818 4422173.062192844, 487148.2798278456 4422174.503613644, 487148.5366566613 4422174.836149515, 487149.13536243513 4422175.279098626, 487150.76044734544 4422176.497244929, 487152.641424894 4422177.492980992, 487154.2659476172 4422178.378160085, 487155.89065699023 4422179.374328844, 487157.5161139524 4422180.814455229, 487156.40618380345 4422181.149294309, 487157.3570505251 4422187.807070266, 487165.6448699516 4422239.625272521, 487167.3708699725 4422250.055393068, 487172.0677517397 4422249.270559224, 487182.05946969404 4422247.699894635, 487171.09509993927 4422178.90476463, 487167.8499821808 4422179.46517533, 487166.73481905897 4422176.692311966, 487166.39163428213 4422175.804972713, 487165.44843639917 4422173.697757809, 487168.3238397781 4422156.489523775)	Residental	1.0	0.27771856365455616	0	0	[]	0	0	0	0	
41	LINESTRING (486536.95925539767 4422831.397172292, 486513.53304397414 4422673.944106452, 486511.91090877325 4422674.390936262, 486510.78850571904 4422667.622547533, 486507.0311418951 4422668.184147784, 486506.5088144931 4422662.635584661, 486508.98571155395 4422662.520209816, 486511.285095568 4422658.631498216, 486507.1785919282 4422654.976105566, 486474.64235720487 4422659.362379905, 486474.63546301035 4422655.477750576, 486448.8466035657 4422659.519194011, 486412.46942580055 4422665.46642138, 486389.5007789531 4422670.279966712, 486384.46256775234 4422671.065894564, 486376.8630404218 4422672.522342474, 486368.7504190313 4422673.646746394, 486339.116922514 4422677.14049056, 486340.2384821124 4422683.353907409, 486263.3009595932 4422696.256022042, 486257.9283165613 4422701.038268601, 486256.9889341624 4422701.150952331, 486249.987176468 4422702.495459333, 486243.6677520149 4422703.283792183, 486242.2160710455 4422703.508392272, 486237.16967863357 4422699.743851421, 486106.9516350937 4422723.176993848, 486108.5915400303 4422732.49714717, 486105.0906880855 4422733.169468137, 486109.0619149684 4422756.248106377, 486103.76774323493 4422757.145676636, 486093.5210672678 4422758.940204723, 486095.24842216296 4422769.370094175, 486093.3698814231 4422769.70649137, 486100.5353082555 4422811.314596195, 486107.44137848995 4422851.258335685, 486104.70891068934 4422851.707276815, 486108.6007342204 4422878.1157582, 486116.96954667097 4422877.101598953, 486125.2790149536 4422890.405243761, 486144.23679086793 4422888.039964444, 486146.1340698126 4422898.025598852, 486218.8840479301 4422885.129859232, 486215.9546582548 4422871.150440882, 486273.25132132275 4422861.834863834, 486276.5816987343 4422861.384906395, 486287.51139765076 4422859.478404872, 486288.97043885913 4422863.3604228115, 486297.67995196447 4422861.790900203, 486297.1552891638 4422855.021465502, 486320.1243175858 4422850.762586124, 486318.12928654486 4422833.784728185, 486389.690295715 4422824.222452903, 486392.7925921755 4422839.533504515, 486429.16773738404 4422832.9202428255, 486427.0902971864 4422817.496361673, 486497.7905550872 4422804.051993663, 486500.63875564927 4422820.695415433, 486512.5939437282 4422819.009400411, 486514.99264155474 4422823.00078771, 486521.41762855503 4422833.644440598, 486521.67858513544 4422836.307733931, 486531.2425230169 4422834.847957306, 486531.23820741446 4422832.406189643, 486536.95925539767 4422831.397172292)	Residental	1.0	0.0093567023785468	0	0	[]	0	0	0	0	
42	LINESTRING (486331.90302546526 4422417.326423016, 486331.81860090134 4422417.88152305, 486331.56313778186 4422418.325940092, 486331.30747564527 4422418.659367776, 486331.05181352893 4422418.9927954655, 486330.5402903053 4422419.548661503, 486330.0283690206 4422419.882548837, 486329.51644778077 4422420.216436205, 486329.17496789835 4422420.328038433, 486328.91890776437 4422420.439487455, 486328.4920081645 4422420.551242935, 486328.065108576 4422420.662998436, 486326.3571121054 4422420.888041944, 486316.87831135216 4422422.458909553, 486305.9477784193 4422424.254376672, 486305.86195988284 4422424.032551408, 486305.77554307645 4422423.477758031, 486293.2226389511 4422425.609127798, 486286.74706777197 4422387.218330611, 486286.22755748144 4422383.334625019, 486285.0188931862 4422376.233457607, 486277.9395007781 4422334.625055301, 486317.1362453804 4422328.228174177, 486318.43190160854 4422336.217107605, 486320.67734086607 4422349.86481211, 486323.35445482546 4422366.064506424, 486320.36553947645 4422366.5138292555, 486320.97045375477 4422370.397383722, 486324.38626998744 4422369.836305404, 486326.2000084934 4422380.932023199, 486331.90302546526 4422417.326423016)	Residental	1.0	0.8423420806497016	0	0	[]	0	0	0	0	
43	LINESTRING (486441.6955438291 4422480.949411613, 486443.07725310075 4422489.382173298, 486444.71857181995 4422499.70129906, 486448.8658415555 4422526.220470767, 486449.03884941066 4422527.441050272, 486450.2465483664 4422534.098287365, 486451.11119051446 4422539.979206394, 486466.3971848252 4422633.960362884, 486445.305221041 4422637.438529754, 486445.5642365371 4422638.991925684, 486447.2031523969 4422647.9791814005, 486448.41458431655 4422656.7452181885, 486448.8466035657 4422659.519194011, 486412.46942580055 4422665.46642138, 486412.0375915157 4422662.803436972, 486410.4846480886 4422654.149004429, 486409.35858933436 4422645.38282127, 486408.84252322785 4422643.385925893, 486385.53016051516 4422647.090198096, 486369.2914841237 4422546.34052694, 486360.48486286576 4422493.858134503, 486441.6955438291 4422480.949411613)	Commercial	1.0	0.6471741455246091	0	0	[]	0	0	0	0	
