id	location	buildingType	attractivenessPercentile	attractiveness	totalPersonCapacity	totalRoomCapacity	units	neighborhoodId	blockId	blockGroupId	censusTractId	
7269	LINESTRING (484500.87015603046 4420206.031374717, 484513.5119013941 4420204.0078850705, 484515.4764518755 4420203.670927953, 484515.38942991075 4420202.894178371, 484516.5852042657 4420202.669771836, 484515.80741471826 4420198.342761717, 484514.2700862948 4420198.678851306, 484514.18374020484 4420198.235068763, 484499.32132588734 4420200.707027913, 484500.2722693333 4420206.143579193, 484500.87015603046 4420206.031374717)	Residental	1.0	0.9068008277187615	0	0	[]	0	0	0	0	
7270	LINESTRING (484512.44168910274 4420223.988162324, 484512.2685464902 4420222.878619226, 484521.4077205155 4420221.195224197, 484520.8015002605 4420217.200833678, 484520.289058635 4420217.312863179, 484502.6938102371 4420220.456299864, 484503.4729581105 4420225.44924288, 484512.44168910274 4420223.988162324)	Residental	1.0	0.06303344541282718	0	0	[]	0	0	0	0	
7271	LINESTRING (484516.59579411166 4420207.886255224, 484514.2896916898 4420208.334894997, 484500.9646223785 4420210.470761439, 484501.8296679249 4420215.685508604, 484509.7730759243 4420214.226508528, 484509.600383549 4420213.338943523, 484518.0566879847 4420211.989899894, 484517.4511411839 4420208.328476717, 484516.68236527056 4420208.441026809, 484516.59579411166 4420207.886255224)	Residental	1.0	0.770660953604216	0	0	[]	0	0	0	0	
7272	LINESTRING (484502.6938102371 4420220.456299864, 484520.289058635 4420217.312863179, 484519.5119484487 4420213.31881962, 484509.86032375466 4420215.114247073, 484509.7730759243 4420214.226508528, 484501.8296679249 4420215.685508604, 484502.6938102371 4420220.456299864)	Residental	1.0	0.7629972172959043	0	0	[]	0	0	0	0	
7273	LINESTRING (484603.4474417846 4420312.151524629, 484604.22785899317 4420317.810412595, 484605.5090612074 4420317.585847438, 484606.4592428565 4420322.689445607, 484605.0071548862 4420322.91435555, 484605.95868037775 4420328.683887868, 484607.32532404526 4420328.459150544, 484608.1900599985 4420333.562921456, 484606.9088603958 4420333.787486174, 484607.9458262564 4420339.556846378, 484610.33756139205 4420339.219051349, 484610.77015187196 4420341.881926026, 484621.1051838743 4420340.085247156, 484615.3142254471 4420307.244040764, 484605.1502611475 4420309.15137135, 484605.6682984914 4420311.814073155, 484603.4474417846 4420312.151524629)	Residental	1.0	0.5822478777531654	0	0	[]	0	0	0	0	
7274	LINESTRING (484630.3473553943 4420304.771962371, 484630.7799407525 4420307.434838025, 484628.3029749997 4420307.883787829, 484629.3397043663 4420313.542161648, 484630.7063514174 4420313.317428532, 484631.5712970096 4420318.532190959, 484630.20465086924 4420318.756923924, 484631.15615778085 4420324.526459295, 484632.4373596362 4420324.301898658, 484633.3020792239 4420329.405672336, 484632.0208782022 4420329.63023283, 484633.1430451181 4420335.288435171, 484635.53455907543 4420334.839659024, 484636.05303129274 4420337.724341023, 484646.21696499083 4420335.817051448, 484640.51155519375 4420302.975654434, 484630.3473553943 4420304.771962371)	Residental	1.0	0.23424875094896713	0	0	[]	0	0	0	0	
7275	LINESTRING (484602.6891349694 4420359.767543329, 484648.8980956931 4420351.905128998, 484647.68781878764 4420344.915227857, 484645.0399781716 4420345.364516277, 484644.6078467812 4420342.923617735, 484638.7997300192 4420343.934219206, 484638.9724044939 4420344.821787267, 484633.9330536176 4420345.719854628, 484633.7599313339 4420344.610308617, 484627.95204095915 4420345.731907392, 484628.12494036224 4420346.730464242, 484622.91470595635 4420347.628883325, 484622.74180589116 4420346.630326588, 484617.27501911635 4420347.41827732, 484617.4483675988 4420348.638811999, 484612.2381357201 4420349.5372383855, 484612.06501035945 4420348.427692853, 484606.1716830099 4420349.549480632, 484606.3441371447 4420350.326058938, 484601.2195747623 4420351.335309437, 484600.9610048476 4420350.225936664, 484595.409228207 4420351.236053672, 484595.8411507321 4420353.565960467, 484593.1080973554 4420354.126428548, 484594.40408998524 4420361.22713771, 484602.6891349694 4420359.767543329)	Residental	1.0	0.686015947006558	0	0	[]	0	0	0	0	
7276	LINESTRING (484584.1525165273 4420362.024778904, 484583.8067068202 4420360.027667124, 484586.2836530674 4420359.578702774, 484585.3318920457 4420353.698183569, 484584.1361394296 4420353.922579438, 484583.2713895799 4420348.818811055, 484584.38192430336 4420348.705576789, 484583.43038486765 4420342.936046944, 484581.03865205013 4420343.2738504205, 484580.5206081596 4420340.611150141, 484573.6019622669 4420341.735036103, 484577.4063463497 4420363.92523934, 484584.2393054421 4420362.690540406, 484584.1525165273 4420362.024778904)	Residental	1.0	0.3723635626440265	0	0	[]	0	0	0	0	
7277	LINESTRING (484598.0229945918 4420333.916415306, 484595.9481481535 4420321.93374173, 484570.409356839 4420326.313956125, 484572.4849158286 4420338.629590039, 484598.109110179 4420334.249209844, 484598.0229945918 4420333.916415306)	Residental	1.0	0.29762753583540213	0	0	[]	0	0	0	0	
7278	LINESTRING (484544.6810400366 4420321.48251306, 484544.4224609078 4420320.37314223, 484549.6327049729 4420319.474669591, 484549.8919578913 4420320.917007678, 484555.6146374245 4420319.906511577, 484555.4408289025 4420318.4640002735, 484560.48018882214 4420317.565881111, 484560.7394397508 4420319.008219556, 484566.54756546614 4420317.997558703, 484566.2885402045 4420316.666209091, 484571.4133459326 4420315.7679242585, 484571.5871514898 4420317.210435912, 484577.3952799727 4420316.19978333, 484577.136032106 4420314.757444332, 484582.26084035996 4420313.859166799, 484582.5200872849 4420315.301505963, 484588.15733184846 4420314.291207039, 484587.810623964 4420311.850139119, 484590.54391637834 4420311.400658243, 484589.3338040399 4420304.521755656, 484534.8395300861 4420313.844188513, 484535.96424687403 4420320.723255935, 484538.69753314176 4420320.273756456, 484539.12969969027 4420322.7146490095, 484544.6810400366 4420321.48251306)	Residental	1.0	0.36666129026004535	0	0	[]	0	0	0	0	
7279	LINESTRING (484531.6469314876 4420340.599129023, 484525.4188183796 4420345.162332387, 484524.56664000195 4420346.273956405, 484526.0378622931 4420355.483098944, 484527.0631774774 4420355.481018718, 484529.74500337883 4420371.791033647, 484550.24406835623 4420368.197815993, 484551.01170449535 4420367.530324032, 484551.00945622893 4420366.420433675, 484536.87156222883 4420346.803945619, 484537.29810229887 4420346.470112354, 484532.92812779185 4420340.374551649, 484532.2441327869 4420340.153959858, 484531.6469314876 4420340.599129023)	Residental	1.0	0.3870840272939722	0	0	[]	0	0	0	0	
7280	LINESTRING (484537.0850703081 4420283.539507314, 484535.09668402263 4420272.111622785, 484532.6194871768 4420272.449614604, 484533.1386776712 4420275.667256509, 484531.85747047776 4420275.891833793, 484532.28941654135 4420278.221736785, 484526.7373710949 4420279.120914523, 484524.23089967476 4420265.0303365085, 484520.3018297792 4420265.704246892, 484520.0432452657 4420264.594876967, 484511.33111786685 4420266.166417265, 484515.04779696796 4420287.13588169, 484537.0850703081 4420283.539507314)	Residental	1.0	0.7127558182564943	0	0	[]	0	0	0	0	
7281	LINESTRING (484485.6991704601 4420224.819439664, 484485.52647551184 4420223.9318751795, 484486.20799893484 4420222.931583647, 484485.9480534724 4420221.156280866, 484485.0065842162 4420220.381269673, 484484.8341148683 4420219.604694224, 484468.5198742361 4420222.412635658, 484466.2989973406 4420222.7501269635, 484465.7020166817 4420223.3062902065, 484468.9577188543 4420227.628249254, 484485.6991704601 4420224.819439664)	Residental	1.0	0.8537493996316394	0	0	[]	0	0	0	0	
7282	LINESTRING (484484.8341148683 4420219.604694224, 484486.2007746404 4420219.379935281, 484485.4225179385 4420214.830950083, 484473.1225757015 4420216.853790602, 484473.2096018249 4420217.630539732, 484469.02417844906 4420218.304998265, 484469.0250824851 4420218.748954308, 484468.00020094303 4420218.973020306, 484468.5198742361 4420222.412635658, 484484.8341148683 4420219.604694224)	Residental	1.0	0.33353910458353375	0	0	[]	0	0	0	0	
7283	LINESTRING (484484.14130187844 4420215.055535338, 484484.0547284225 4420214.500764108, 484484.82124547136 4420213.278320624, 484484.56220250233 4420211.946973954, 484483.19192860683 4420210.395909029, 484466.8778948804 4420213.314842888, 484467.4825614735 4420216.532306104, 484472.9498791155 4420215.96622641, 484473.1225757015 4420216.853790602, 484484.14130187844 4420215.055535338)	Residental	1.0	0.13591852526079817	0	0	[]	0	0	0	0	
7284	LINESTRING (484483.19192860683 4420210.395909029, 484482.41389504186 4420205.9579132, 484471.65194180916 4420207.977627024, 484471.7391941451 4420208.865365137, 484466.3584463024 4420209.9862167025, 484466.8778948804 4420213.314842888, 484483.19192860683 4420210.395909029)	Residental	1.0	0.5872398124774701	0	0	[]	0	0	0	0	
7285	LINESTRING (484482.41389504186 4420205.9579132, 484481.7213052489 4420201.519743629, 484465.3215823729 4420204.327865565, 484465.926250309 4420207.545328617, 484471.4790188846 4420206.979073869, 484471.65194180916 4420207.977627024, 484482.41389504186 4420205.9579132)	Residental	1.0	0.48770181576672733	0	0	[]	0	0	0	0	
7286	LINESTRING (484481.7213052489 4420201.519743629, 484483.3443021588 4420201.294462647, 484483.17025161185 4420199.740964202, 484482.3160306435 4420199.853691588, 484482.14175403945 4420198.189204162, 484481.02939216606 4420197.414541171, 484480.94281829125 4420196.8597699925, 484469.9240665295 4420198.658029753, 484470.0969898389 4420199.65658286, 484464.8019064614 4420200.88825052, 484465.3215823729 4420204.327865565, 484481.7213052489 4420201.519743629)	Residental	1.0	0.5692908156683504	0	0	[]	0	0	0	0	
7287	LINESTRING (484480.94281829125 4420196.8597699925, 484480.8562444041 4420196.304998815, 484481.70798169915 4420194.971392189, 484481.44871176034 4420193.529056654, 484480.7640245961 4420192.975502469, 484481.95979951613 4420192.751090513, 484481.7868776099 4420191.752537151, 484463.9350253196 4420194.785595541, 484464.54037278664 4420198.336025461, 484465.65070170414 4420198.111784983, 484465.73705062317 4420198.555566985, 484469.8370398673 4420197.881280682, 484469.9240665295 4420198.658029753, 484480.94281829125 4420196.8597699925)	Residental	1.0	0.17744300983543926	0	0	[]	0	0	0	0	
7288	LINESTRING (484481.7868776099 4420191.752537151, 484481.61372983654 4420190.642994785, 484480.16162026225 4420190.867928389, 484479.4703829762 4420187.095693154, 484468.4518434431 4420189.00494398, 484468.6245411437 4420189.892508035, 484463.8412155319 4420190.679176341, 484463.9275646374 4420191.122958319, 484463.32967729913 4420191.235165686, 484463.9350253196 4420194.785595541, 484481.7868776099 4420191.752537151)	Residental	1.0	0.4349400693517561	0	0	[]	0	0	0	0	
7289	LINESTRING (484479.4703829762 4420187.095693154, 484478.60599662625 4420182.213915717, 484462.121014565 4420185.133207224, 484462.8120345132 4420188.794451897, 484464.26414398744 4420188.56951499, 484464.2650482919 4420189.013471014, 484468.2793717218 4420188.228368936, 484468.4518434431 4420189.00494398, 484479.4703829762 4420187.095693154)	Residental	1.0	0.7989044032970285	0	0	[]	0	0	0	0	
7290	LINESTRING (484462.121014565 4420185.133207224, 484478.60599662625 4420182.213915717, 484478.5194224092 4420181.6591445785, 484479.3711609504 4420180.325537726, 484479.11211595125 4420178.994191304, 484477.82840938657 4420177.997898543, 484477.7416091902 4420177.332138414, 484466.80872690154 4420179.352206657, 484466.98142500315 4420180.239770663, 484461.0025434246 4420181.361844022, 484461.60857162415 4420185.2452406585, 484462.121014565 4420185.133207224)	Residental	1.0	0.331813846840885	0	0	[]	0	0	0	0	
7291	LINESTRING (484477.7416091902 4420177.332138414, 484477.56868639577 4420176.333585167, 484478.25021307665 4420175.333293004, 484478.0766126843 4420174.001772741, 484476.96402099344 4420173.116121356, 484476.87744656036 4420172.561350242, 484460.733771804 4420175.257971034, 484461.3391222497 4420178.808400601, 484462.4494539211 4420178.584159672, 484462.53602934023 4420179.13893063, 484466.72147367796 4420178.464468638, 484466.80872690154 4420179.352206657, 484477.7416091902 4420177.332138414)	Residental	1.0	0.45773164022426394	0	0	[]	0	0	0	0	
7292	LINESTRING (484460.733771804 4420175.257971034, 484476.87744656036 4420172.561350242, 484476.0132828689 4420167.790562204, 484464.9944901894 4420169.588828887, 484465.1671887165 4420170.47639284, 484459.1033070397 4420171.820619688, 484459.5379947469 4420175.482386306, 484460.733771804 4420175.257971034)	Residental	1.0	0.17510315142878574	0	0	[]	0	0	0	0	
7293	LINESTRING (484464.9944901894 4420169.588828887, 484476.0132828689 4420167.790562204, 484475.2345632092 4420163.019600374, 484459.1763138573 4420165.716050444, 484459.78166575474 4420169.266479839, 484460.97744379466 4420169.042064608, 484461.06379330304 4420169.485846541, 484464.8220176905 4420168.812253941, 484464.9944901894 4420169.588828887)	Residental	1.0	0.861196215309891	0	0	[]	0	0	0	0	
7294	LINESTRING (484459.1763138573 4420165.716050444, 484475.2345632092 4420163.019600374, 484475.147536708 4420162.242851283, 484476.0851737705 4420161.131048191, 484475.82544985047 4420159.466734916, 484474.71195210284 4420158.137127872, 484463.60770063376 4420159.935570417, 484463.6949544178 4420160.823308375, 484457.2033874537 4420161.946428953, 484457.8950902888 4420165.940640067, 484459.1763138573 4420165.716050444)	Residental	1.0	0.5471193412647496	0	0	[]	0	0	0	0	
7295	LINESTRING (484463.60770063376 4420159.935570417, 484474.71195210284 4420158.137127872, 484474.5392544182 4420157.249563721, 484475.2205565116 4420156.13828232, 484474.9612840752 4420154.695947086, 484473.84846328804 4420153.699307174, 484473.76166248124 4420153.033547113, 484455.653613251 4420156.178135266, 484456.34576977784 4420160.3943242105, 484463.43522778095 4420159.158995515, 484463.60770063376 4420159.935570417)	Residental	1.0	0.3233185974921141	0	0	[]	0	0	0	0	
7296	LINESTRING (484480.0084992674 4420241.590427824, 484480.7772713142 4420241.477874019, 484481.6294551498 4420240.366245307, 484485.2169836478 4420239.803999308, 484486.50000162533 4420240.467326331, 484488.20820886764 4420240.130883536, 484488.9747239767 4420238.908440414, 484488.715005401 4420237.244126512, 484487.7733126635 4420236.358125952, 484486.3913044028 4420229.035631718, 484472.1272951371 4420231.617416628, 484477.01162689494 4420238.488821444, 484476.9288933962 4420239.820863524, 484477.871490503 4420241.150818812, 484479.2397272451 4420241.702981708, 484480.0084992674 4420241.590427824)	Residental	1.0	0.19726722884188308	0	0	[]	0	0	0	0	
7297	LINESTRING (484368.26876867673 4420210.519591497, 484367.92721791106 4420210.631281, 484367.755191381 4420210.076686195, 484363.74066201044 4420210.750852259, 484354.85761526704 4420212.322921422, 484354.4303925589 4420212.323797789, 484355.295082846 4420217.316550615, 484369.04664080596 4420214.846586891, 484368.26876867673 4420210.519591497)	Residental	1.0	0.5014022230486613	0	0	[]	0	0	0	0	
7298	LINESTRING (484363.74066201044 4420210.750852259, 484363.56795254804 4420209.863290516, 484371.59678546945 4420208.403971315, 484370.90640571323 4420205.075701703, 484353.99429024226 4420207.9961027475, 484354.85761526704 4420212.322921422, 484363.74066201044 4420210.750852259)	Residental	1.0	0.026844652673529312	0	0	[]	0	0	0	0	
7299	LINESTRING (484353.99429024226 4420207.9961027475, 484370.90640571323 4420205.075701703, 484370.3007876889 4420201.4142900435, 484362.3573922899 4420202.873435386, 484362.1844549308 4420201.874884675, 484353.0450642268 4420203.447481466, 484353.99429024226 4420207.9961027475)	Residental	1.0	0.533334049155033	0	0	[]	0	0	0	0	
7300	LINESTRING (484353.0450642268 4420203.447481466, 484362.1844549308 4420201.874884675, 484362.01197265944 4420201.098311987, 484365.4286217634 4420200.536360088, 484365.342267024 4420200.092579204, 484367.47770152154 4420199.755233647, 484366.9586636332 4420196.648592191, 484352.6089606528 4420199.11978656, 484351.41296271863 4420199.233229803, 484352.19084552594 4420203.560223435, 484353.0450642268 4420203.447481466)	Residental	1.0	0.6661890046788339	0	0	[]	0	0	0	0	
7301	LINESTRING (484366.9586636332 4420196.648592191, 484369.4356505917 4420196.199557647, 484368.91638580576 4420192.981927069, 484367.6351694045 4420193.206531885, 484367.54881471465 4420192.762750981, 484363.3633867316 4420193.437267458, 484362.76390814106 4420192.772559659, 484351.9160669633 4420194.570639595, 484352.6089606528 4420199.11978656, 484366.9586636332 4420196.648592191)	Residental	1.0	0.09606254044882956	0	0	[]	0	0	0	0	
7302	LINESTRING (484362.76390814106 4420192.772559659, 484363.0177393751 4420191.551155033, 484367.28861314536 4420190.876463237, 484367.28770319547 4420190.432507209, 484368.312585686 4420190.20842769, 484367.7933200359 4420186.990797216, 484351.1372722316 4420189.799690018, 484351.9160669633 4420194.570639595, 484362.76390814106 4420192.772559659)	Residental	1.0	0.3010604392917505	0	0	[]	0	0	0	0	
7303	LINESTRING (484361.2070136791 4420183.5636254875, 484350.35915974434 4420185.361707574, 484351.1372722316 4420189.799690018, 484367.7933200359 4420186.990797216, 484367.27428144426 4420183.884155797, 484361.72150340374 4420184.450486363, 484361.2070136791 4420183.5636254875)	Residental	1.0	0.7598391765393501	0	0	[]	0	0	0	0	
7304	LINESTRING (484361.2070136791 4420183.5636254875, 484361.3756276764 4420182.453385029, 484366.8415973064 4420181.221295315, 484366.2371130261 4420178.1148291305, 484349.66649126436 4420180.92354991, 484350.35915974434 4420185.361707574, 484361.2070136791 4420183.5636254875)	Residental	1.0	0.43545470352630655	0	0	[]	0	0	0	0	
7305	LINESTRING (484349.66649126436 4420180.92354991, 484366.2371130261 4420178.1148291305, 484365.7173906941 4420174.675220845, 484360.0793886874 4420175.352716732, 484359.6503431308 4420174.465680759, 484348.8879215432 4420176.263589662, 484349.66649126436 4420180.92354991)	Residental	1.0	0.6130279218548722	0	0	[]	0	0	0	0	
7306	LINESTRING (484359.6503431308 4420174.465680759, 484359.99007466104 4420173.466078862, 484364.1755133267 4420172.791560585, 484364.1746032009 4420172.347604567, 484365.28516054194 4420172.234338496, 484364.67976484646 4420168.683916457, 484348.1095786567 4420171.714618529, 484348.8879215432 4420176.263589662, 484359.6503431308 4420174.465680759)	Residental	1.0	0.8998428560328463	0	0	[]	0	0	0	0	
7307	LINESTRING (484348.1095786567 4420171.714618529, 484364.67976484646 4420168.683916457, 484364.2463963864 4420165.6880891705, 484358.6936053019 4420166.254421886, 484358.2647866953 4420165.478375007, 484346.3063498713 4420167.389729828, 484347.0844664761 4420171.827711746, 484348.1095786567 4420171.714618529)	Residental	1.0	0.22213293360883213	0	0	[]	0	0	0	0	
7308	LINESTRING (484358.2647866953 4420165.478375007, 484358.34818322194 4420164.479298748, 484362.78973438736 4420163.693265046, 484362.7036066444 4420163.360473217, 484363.81416527525 4420163.247206936, 484363.2092232987 4420159.918763065, 484346.4676728441 4420162.727840957, 484345.5280045745 4420162.840759016, 484346.3063498713 4420167.389729828, 484358.2647866953 4420165.478375007)	Residental	1.0	0.4722333421406747	0	0	[]	0	0	0	0	
7309	LINESTRING (484456.4172458345 4420195.466849551, 484449.5925296105 4420200.808255604, 484454.13376556657 4420207.014408345, 484461.38615489105 4420201.894113917, 484456.4172458345 4420195.466849551)	Residental	1.0	0.25375462787962555	0	0	[]	0	0	0	0	
7310	LINESTRING (484449.5925296105 4420200.808255604, 484456.4172458345 4420195.466849551, 484459.48828079447 4420193.018823242, 484458.974029195 4420192.2429448, 484459.826893839 4420191.464280765, 484458.1984675566 4420189.025830587, 484457.25970565766 4420189.582690914, 484456.74590597255 4420189.028790638, 484446.50814718223 4420196.707934465, 484449.5925296105 4420200.808255604)	Residental	1.0	0.07094766960596077	0	0	[]	0	0	0	0	
7311	LINESTRING (484396.1794624697 4420154.19077749, 484377.55923079303 4420157.558578017, 484378.16462133575 4420161.109001, 484385.5101745362 4420159.762085811, 484386.02489022544 4420160.759937292, 484397.8972208421 4420158.515852607, 484397.72428717726 4420157.517301168, 484396.7846175378 4420157.630212907, 484396.1794624697 4420154.19077749)	Residental	1.0	0.9969461906422241	0	0	[]	0	0	0	0	
7312	LINESTRING (484374.70075845777 4420222.049317376, 484370.173795702 4420222.83551941, 484372.16403357877 4420235.04028392, 484376.6909892809 4420234.254083033, 484376.2585385266 4420231.702210842, 484374.70075845777 4420222.049317376)	Residental	1.0	0.524268911903787	0	0	[]	0	0	0	0	
7313	LINESTRING (484366.32993417507 4420223.398344933, 484367.71524357476 4420232.274663888, 484368.7403479157 4420232.161573412, 484369.25983768725 4420235.490193183, 484372.16403357877 4420235.04028392, 484370.173795702 4420222.83551941, 484366.32993417507 4420223.398344933)	Residental	1.0	0.8995872228179534	0	0	[]	0	0	0	0	
7314	LINESTRING (484363.70686956035 4420235.945533442, 484368.23405135574 4420235.270316545, 484367.71524357476 4420232.274663888, 484366.32993417507 4420223.398344933, 484361.8029730591 4420224.184551938, 484363.70686956035 4420235.945533442)	Residental	1.0	0.5132800158907697	0	0	[]	0	0	0	0	
7315	LINESTRING (484361.8029730591 4420224.184551938, 484356.8487908633 4420224.97163787, 484358.9265423243 4420238.175124922, 484360.3786394201 4420237.950168182, 484360.6381584113 4420239.50348878, 484364.22567867866 4420238.941185847, 484363.70686956035 4420235.945533442, 484361.8029730591 4420224.184551938)	Residental	1.0	0.7948941273342746	0	0	[]	0	0	0	0	
7316	LINESTRING (484429.8475367839 4420239.139907007, 484428.99332099076 4420239.252640389, 484428.04278386786 4420234.038075607, 484424.54070102633 4420234.600174008, 484424.7140828108 4420235.820704188, 484424.1161995437 4420235.93291465, 484426.62218538544 4420249.690492636, 484431.66180261003 4420248.903277558, 484429.8475367839 4420239.139907007)	Residental	1.0	0.2355792965236172	0	0	[]	0	0	0	0	
7317	LINESTRING (484426.62218538544 4420249.690492636, 484424.1161995437 4420235.93291465, 484423.85646670737 4420234.2686029235, 484420.3546109881 4420234.941692263, 484420.61366442405 4420236.273036828, 484420.27188733965 4420236.273734977, 484421.48125587864 4420242.708654415, 484420.54159640655 4420242.82156327, 484421.9245723297 4420250.588001973, 484426.62218538544 4420249.690492636)	Residental	1.0	0.46005353515131053	0	0	[]	0	0	0	0	
7318	LINESTRING (484414.46145010326 4420236.174616823, 484417.1412894995 4420251.374699766, 484421.9245723297 4420250.588001973, 484420.54159640655 4420242.82156327, 484419.43104856927 4420242.934821336, 484418.1341933081 4420235.501175647, 484414.46145010326 4420236.174616823)	Residental	1.0	0.41934276218390465	0	0	[]	0	0	0	0	
7319	LINESTRING (484417.1412894995 4420251.374699766, 484414.46145010326 4420236.174616823, 484410.53237474506 4420236.84858371, 484411.82923720183 4420244.282228145, 484410.80413388 4420244.395312835, 484412.18734629184 4420252.272738838, 484417.1412894995 4420251.374699766)	Residental	1.0	0.03530205858761748	0	0	[]	0	0	0	0	
7320	LINESTRING (484412.18734629184 4420252.272738838, 484410.80413388 4420244.395312835, 484409.7792574621 4420244.6193866795, 484408.3101431744 4420236.520157838, 484404.8082898279 4420237.193254325, 484405.23936909216 4420239.079194035, 484404.81237483607 4420239.1910566, 484407.3186214097 4420253.059617428, 484412.18734629184 4420252.272738838)	Residental	1.0	0.8238752281031606	0	0	[]	0	0	0	0	
7321	LINESTRING (484407.3186214097 4420253.059617428, 484404.81237483607 4420239.1910566, 484404.55604211957 4420239.19158074, 484404.1238279194 4420236.750695993, 484400.79263655265 4420237.31245587, 484402.09200526966 4420245.966977864, 484400.9816851525 4420246.191227636, 484402.36468042387 4420253.95766289, 484407.3186214097 4420253.059617428)	Residental	1.0	0.04095674883826983	0	0	[]	0	0	0	0	
7322	LINESTRING (484402.36468042387 4420253.95766289, 484400.9816851525 4420246.191227636, 484400.04202640185 4420246.304139019, 484398.658346326 4420238.204737222, 484394.7292733708 4420238.878712259, 484397.5814016659 4420254.744372965, 484402.36468042387 4420253.95766289)	Residental	1.0	0.22111378144119775	0	0	[]	0	0	0	0	
7323	LINESTRING (484397.5814016659 4420254.744372965, 484394.7292733708 4420238.878712259, 484390.8856453349 4420239.552514455, 484392.35523183487 4420247.873718064, 484391.15946813504 4420248.0981441215, 484392.54201883555 4420255.642599609, 484392.71472392394 4420256.530162059, 484397.6686621306 4420255.632110319, 484397.5814016659 4420254.744372965)	Residental	1.0	0.6435569433675578	0	0	[]	0	0	0	0	
7324	LINESTRING (484392.54201883555 4420255.642599609, 484391.15946813504 4420248.0981441215, 484390.390698035 4420248.210706967, 484389.0060993341 4420239.667350805, 484385.16247218737 4420240.341155889, 484387.84418616473 4420256.429140949, 484392.54201883555 4420255.642599609)	Residental	1.0	0.08458105862027188	0	0	[]	0	0	0	0	
7325	LINESTRING (484382.89002233394 4420257.216210059, 484387.84418616473 4420256.429140949, 484385.16247218737 4420240.341155889, 484381.31861842354 4420240.903973896, 484382.7029982604 4420249.336339686, 484381.5924519068 4420249.449603267, 484382.89002233394 4420257.216210059)	Residental	1.0	0.40382429952342713	0	0	[]	0	0	0	0	
7326	LINESTRING (484382.89002233394 4420257.216210059, 484381.5924519068 4420249.449603267, 484380.56757700676 4420249.673681045, 484378.83823547774 4420239.688169411, 484375.0800534402 4420240.361804576, 484375.2534430208 4420241.582333664, 484378.19241893303 4420258.11374637, 484382.89002233394 4420257.216210059)	Residental	1.0	0.9346193522382086	0	0	[]	0	0	0	0	
7327	LINESTRING (484378.19241893303 4420258.11374637, 484375.2534430208 4420241.582333664, 484370.72649181756 4420242.3685354255, 484370.9860085567 4420243.92185638, 484371.7547788117 4420243.80929158, 484372.8787430563 4420250.244378585, 484371.9390852042 4420250.357293435, 484372.11133796343 4420251.022877383, 484373.4091452014 4420258.900471627, 484378.19241893303 4420258.11374637)	Residental	1.0	0.5750305328973503	0	0	[]	0	0	0	0	
7328	LINESTRING (484373.4091452014 4420258.900471627, 484372.11133796343 4420251.022877383, 484371.08646354836 4420251.246956434, 484369.6152622469 4420242.148833699, 484365.7714105033 4420242.711659549, 484368.5404284314 4420259.687375004, 484373.4091452014 4420258.900471627)	Residental	1.0	0.5198194582204761	0	0	[]	0	0	0	0	
7329	LINESTRING (484368.5404284314 4420259.687375004, 484365.7714105033 4420242.711659549, 484365.3385015121 4420239.937809901, 484359.5301145806 4420240.837634748, 484362.6468397514 4420260.698361687, 484368.5404284314 4420259.687375004)	Residental	1.0	0.12706261496344906	0	0	[]	0	0	0	0	
7330	LINESTRING (485533.88960906665 4420381.1411959035, 485533.1991205483 4420377.479854614, 485529.31524210336 4420356.954179518, 485529.14267160394 4420356.066591579, 485523.2492186941 4420357.187670356, 485527.4782538437 4420379.488518265, 485528.41791218787 4420379.375745764, 485528.93625407794 4420382.371476721, 485533.88960906665 4420381.1411959035)	Residental	1.0	0.3220248108661302	0	0	[]	0	0	0	0	
7331	LINESTRING (485581.3701021494 4420367.510573316, 485577.91608210024 4420348.3159347065, 485572.96206892584 4420349.213219729, 485576.3306583071 4420368.408017745, 485581.3701021494 4420367.510573316)	Residental	1.0	0.6998016864332617	0	0	[]	0	0	0	0	
7332	LINESTRING (485576.3306583071 4420368.408017745, 485572.96206892584 4420349.213219729, 485572.87599609396 4420348.880414296, 485567.32409315946 4420349.889823439, 485568.7927946132 4420358.433229454, 485570.9282363174 4420358.096220792, 485573.4329528369 4420372.2981282575, 485576.9348445953 4420371.625568323, 485576.3306583071 4420368.408017745)	Residental	1.0	0.17762821629044612	0	0	[]	0	0	0	0	
7333	LINESTRING (485568.7927946132 4420358.433229454, 485567.32409315946 4420349.889823439, 485562.3698721156 4420350.676126328, 485565.8245604694 4420370.203725143, 485566.1663314063 4420370.203078312, 485566.6844490108 4420373.087822731, 485570.01566440327 4420372.526572042, 485567.5970145498 4420358.657471053, 485568.7927946132 4420358.433229454)	Residental	1.0	0.5004508162645722	0	0	[]	0	0	0	0	
7334	LINESTRING (485565.8245604694 4420370.203725143, 485562.3698721156 4420350.676126328, 485556.8179718451 4420351.685543127, 485556.90425553476 4420352.129337402, 485558.3721275911 4420360.2287853835, 485559.99491124455 4420359.892744429, 485561.98110822093 4420370.987926206, 485565.8245604694 4420370.203725143)	Residental	1.0	0.4893204988721086	0	0	[]	0	0	0	0	
